thottacharya,தொட்டாச்சார்ய
aniyaayamaai,அனியாயமாய்
muzhuthalikkiroam,முழுதளிக்கிறோம்
noyaaliyaai,நோயாளியாய்
kaaviyavadivam,காவியவடிவம்
subaavamaagum,சுபாவமாகும்
ibaathaththukalai,இபாதத்துகளை
pilak,பிளாக்
ottaththaal,ஒட்டத்தால்
yugamaai,யுகமாய்
putkuralgal,புட்குரல்கள்
malaivaembugal,மலைவேம்புகள்
poosimezhugiyadhu,பூசிமெழுகியது
thalaththuch,தளத்துச்
thirumbukiroamae,திரும்புகிறோமே
yoasanaikkaaka,யோசனைக்காக
maarinavangkalukku,மாறினவங்களுக்கு
vaaipirukirathu,வாய்பிருகிறது
thaesaththavargalumaaga,தேசத்தவர்களுமாக
muttriyulla,முற்றியுள்ள
valaikkakkoodiya,வளைக்கக்கூடிய
munaivarpattam,முனைவர்பட்டம்
mariyaathaiyaa,மறியாதையா
muslimaik,முஸ்லிமைக்
igazhappaduvathai,இகழப்படுவதை
madhamaari,மதமாறி
tholaiyanume,தொலையனுமே
ullahap,உள்ளஹப்
sengonaththaik,செங்கோணத்தைக்
yathaarththaththaalthaan,யதார்த்தத்தால்தான்
oruvarmeethu,ஒருவர்மீது
rajveeti,ராஜவீதி
sunsurizers,சன்சரைசர்ஸ்
anuppukindranarae,அனுப்புகின்றனரே
aytharaapaaththilulla,அய்தராபாத்திலுள்ள
adiththukkottiya,அடித்துக்கொட்டிய
entorpins,எண்டார்பின்ஸ்
poattiyaithaan,போட்டியைதான்
misogan,மிசோகன்
rvazhangkiya,ர்வழங்கிய
veettukkaariyaaga,வீட்டுக்காரியாக
pannuran,பண்ணுறன்
vaarppathilaeyae,வார்ப்பதிலேயே
pesuvathaaloa,பேசுவதாலோ
derwooka,தேர்வுக்கா
karuththoattaththaik,கருத்தோட்டத்தைக்
pagaivarkalidamirunthu,பகைவர்களிடமிருந்து
idumparkalaal,இடும்பர்களால்
onrarai,ஒன்றரை
kaiththezhil,கைத்தெழில்
theechambavam,தீச்சம்பவம்
mudichchuruppaen,முடிச்சுருப்பேன்
ethukku,எதுக்கு
jebamseidhu,ஜெபம்செய்து
avasiyamaakkiya,அவசியமாக்கிய
thengividugindrana,தேங்கிவிடுகின்றன
thalaiyeduththirunthathan,தலையெடுத்திருந்ததன்
siththirasaena,சித்திரசேன
irattiththathu,இரட்டித்தது
avasiyamenpathaiyum,அவசியமென்பதையும்
legents,லெஜன்ட்ஸ்
kanakila,கணக்கிலா
sivaananthaiyarin,சிவானந்தையரின்
anuppavaargal,அனுப்பவார்கள்
vaanilaiye,வானிலையே
theriviththullathaip,தெரிவித்துள்ளதைப்
balagangawa,பாலகங்காவா
veezhnthavanaiyum,வீழ்ந்தவனையும்
mutharpozhuthilaeyae,முதற்பொழுதிலேயே
raamasaamiyilirunthu,ராமசாமியிலிருந்து
muraikkaaranudanaeyae,முறைக்காரனுடனேயே
sumaivanigargalum,சுமைவணிகர்களும்
meduma,மேடுமா
urchavaridam,உற்சவரிடம்
pakthanaippoal,பக்தனைப்போல்
saththiyaththirkul,சத்தியத்திற்குள்
kooththaraaga,கூத்தராக
purinthoaraich,புரிந்தோரைச்
saatchigalaayirungal,சாட்சிகளாயிருங்கள்
selliyidam,செல்லியிடம்
tayasari,தயாசரி
migachchiranthavakaiyil,மிகச்சிறந்தவகையில்
olipparappaavatharku,ஒளிப்பரப்பாவதற்கு
paerizhappaai,பேரிழப்பாய்
eduththaalaatha,எடுத்தாளாத
navaneethampillaiyaik,நவநீதம்பிள்ளையைக்
capitalism,கேப்பிட்டலிசம்
belliyin,பெல்லியின்
ubavaasikkumpoathu,உபவாசிக்கும்போது
damani,தமானி
theethagandru,தீதகன்று
nadhineera,நதிநீர
periyaaroadum,பெரியாரோடும்
jaathagargalai,ஜாதகர்களை
vindhuththiravam,விந்துத்திரவம்
koorinavudan,கூறினவுடன்
kelikkaiyalla,கேளிக்கையல்ல
serivoottiya,செறிவூட்டிய
gadhooli,கதோலி
pattunoorpu,பட்டுநூற்பு
orunginaikkappatta,ஒருங்கினைக்கப்பட்ட
cannanore,கண்ணூர்
vaarappaadu,வாரப்பாடு
irainaesarumaana,இறைநேசருமான
erigindranavae,எரிகின்றனவே
kathaanaayaganaalthaan,கதாநாயகனால்தான்
utkaarappoagindra,உட்காரப்போகின்ற
sivaloganatha,சிவலோகநாத
sekariththal,சேகரித்தல்
peyaraan,பெயரான்
thaevaikkuch,தேவைக்குச்
thazhumbugalukkuth,தழும்புகளுக்குத்
thundarikkaikooda,துண்டறிக்கைகூட
parangkundraip,பரங்குன்றைப்
payanaththaippattriyum,பயணத்தைப்பற்றியும்
jayaratnavin,ஜயரத்னவின்
thaaikkandroa,தாய்க்கன்றோ
vaendiyathaanathu,வேண்டியதானது
payirchiyaasiriyanaay,பயிற்சியாசிரியனாய்
uudakangkaluka,ஊடகங்களுக
nadanthusellakkoodiya,நடந்துசெல்லக்கூடிய
niraikkuk,நிறைக்குக்
sembilirunthu,செம்பிலிருந்து
gaandhiramaana,காந்திரமான
maiyamumaagiya,மையமுமாகிய
vimarisaiyaai,விமரிசையாய்
payankalilum,பயன்களிலும்
mannargalai,மன்னர்களை
kolluvathu,கொல்லுவது
therivaagubavar,தெரிவாகுபவர்
neeraadiyaval,நீராடியவள்
vittathaayinum,விட்டதாயினும்
padmahasini,பத்மஹாசினி
adainthullathae,அடைந்துள்ளதே
mayirthoal,மயிர்த்தோல்
pinnanippaadagikkaana,பின்னணிப்பாடகிக்கான
ippoathiruppathaik,இப்போதிருப்பதைக்
ammakkalin,அம்மக்கலின்
thonganum,தொங்கனும்
pudaikkap,புடைக்கப்
sarandargalai,சரண்டர்களை
puzhuppoochchi,புழுப்பூச்சி
kattidalaam,கட்டிடலாம்
vagiththamaiyaal,வகித்தமையால்
anthappakkamaath,அந்தப்பக்கமாத்
kallappettiyin,கல்லாப்பெட்டியின்
nirattharath,நிரத்தரத்
sambakesan,சாம்பகேசன்
ulagalaavip,உலகளாவிப்
periyaareeyam,பெரியாரீயம்
nadanthaeriyathaeyillai,நடந்தேறியதேயில்லை
kariyasarumam,கரியசருமம்
kurukkukkoadugal,குறுக்குக்கோடுகள்
viratpur,விராட்பூர்
inaippath,இணைப்பத்
nadikarkalaakki,நடிகர்களாக்கி
paarththaakkooda,பார்த்தாக்கூட
paanjaaliyai,பாஞ்சாலியை
saliththuppoanaargal,சலித்துப்போனார்கள்
seettukkalilum,சீட்டுக்களிலும்
aaintharinthanar,ஆய்ந்தறிந்தனர்
kanippeettinai,கணிப்பீட்டினை
pathippathenpathu,பதிப்பதென்பது
anthanaraagavae,அந்தணராகவே
peyalneeraar,பெயல்நீரார்
aleppovukku,அலெப்போவுக்கு
sarippattuvaraatha,சரிப்பட்டுவராத
vaaynththanavaaga,வாய்ந்தனவாக
ullarththaththaik,உள்ளர்த்தத்தைக்
kanchipurama,காஞ்சிபுரமா
kalamirakkappadavulla,களமிறக்கப்படவுள்ள
infilim,இன்பிலிம்
murippathaal,முறிப்பதால்
jasjitsinh,ஜஸ்ஜித்சிங்
nerungiyathaiyaduththu,நெருங்கியதையடுத்து
iraippanigalai,இறைப்பணிகளை
murinththuvittana,முறிந்துவிட்டன
misroora,மிஸ்ரூரா
panninavangkalum,பண்ணினவங்களும்
tholiporu,தொளிபொரு
isaikkena,இசைக்கென
parappukkaaga,பரப்புக்காக
kallumuttiyoadu,கள்ளுமுட்டியோடு
jananayavirodha,ஜனநாயவிரோத
kanavaraagach,கணவராகச்
perumbaanmaikku,பெரும்பான்மைக்கு
thalavaralaatrinai,தலவரலாற்றினை
kannudainaayagi,கண்ணுடைநாயகி
aanththaikalil,ஆந்தைகளில்
vittuththarumaaru,விட்டுத்தருமாறு
kaduvaayil,கடுவாயில்
anaagathach,அநாகதச்
vaalethirkondaan,வாளெதிர்கொண்டான்
valainththathillai,வளைந்ததில்லை
muraikkutpatta,முறைக்குட்பட்ட
