shindhanchem,शिंधांचें
jadunaathaani,जदुनाथांनी
jiska,जिसका
tiripimule,तिरीपीमुळे
shivmandirhi,शिवमंदिरही
commersne,कॉमर्सने
vhavapachem,व्हांवपाचें
aaptti,आपटी
ramukadun,रामूकडून
kubadyaanshivaay,कुबड्यांशिवाय
nagarikat,नागरिकात
kiskiski,किसकिसकी
gaikis,गायकीस
rampadsagar,रामपदसागर
chests,चेस्ट्स
latakvu,लटकवू
ashirvada,आशिर्वादा
kalyanajavali,कल्याणजवळी
maamebhaavande,मामेभावंडे
gondevala,गोंडेवाला
trota,ट्रोटा
sanjanaane,संजनाने
germanybhair,जर्मनीभायर
paristhatitun,परिस्थतीतून
nisargopacharabaddal,निसर्गोपचाराबद्दल
jaysinhach,जयसिंहच
saahityaprapanch,साहित्यप्रपंच
khadpade,खडपडे
dimagpar,दिमागपर
aarmimem,आर्मीमें
rahivaasyaanche,रहिवास्यांचे
danpatram,दानपत्रां
annapuravatyaachaa,अन्नपुरवठ्याचा
vanshjavar,वंशजावर
burkina,बुर्कीना
mahabharatachi,महाभारताची
rahyaleli,राह्यलेली
papankade,पापांकडे
juanvabaabaacho,जुआंवबाबाचो
khanlyaane,खणल्याने
janjiryaasamor,जंजिर्यासमोर
kalagati,कलागती
khubso,खूबसो
tyapuvi,त्यापूवी
yandaach,यंदाच
didichi,दिदीची
shatruchi,शत्रुची
satvahananchi,सातवाहनांची
ghantinaadaabaabat,घंटीनादाबाबत
vacheaa,वचच्या
nyavyach,न्याव्याच
saunvsaaraan,संवसारान
kalaasaahityaacher,कलासाहित्याचेर
ahmadabadmadhe,अहमदाबादमधे
pindarivar,पिंडरीवर
yamunaayaa,यमुनाया
ugaalaa,उगाळा
kalchya,काळच्या
dattatreyachihi,दत्तात्रेयाचीही
harasathi,हारासाठी
karavke,कारावके
ladhalelya,लढलेल्या
dakshinetli,दक्षिणेतली
shaktiyukt,शक्तीयुक्त
urmilechyaa,उर्मिलेच्या
drushyech,दृश्येच
patabandharechya,पाटबंधारेच्या
varhaadi,वऱ्हाडी
shaardamata,शारदामाता
shevatalya,शेवटाल्या
bhujangahee,भुजंगही
atreen,अत्रीन
vadilaanchyaapaasun,वडिलांच्यापासून
laajavtaat,लाजवतात
moortyo,मुर्त्यो
bujvu,बुजवू
swamarjinech,स्वमर्जीनेच
arunachaleshwarane,अरूणाचलेश्वराने
manovasthela,मनोवस्थेला
budane,बुडणे
bundvant,बुंदवंत
siddhatva,सिद्धत्व
karamanukahi,करमणूकही
nyasachi,न्यासाची
manishachya,मनिषाच्या
talaave,तळावे
muktamuktamottam,मुक्तमुक्तमोत्तम
sodavanyaachan,सोडवण्याचं
bappyamul,बाप्प्यामुळ
ghathavar,घाठावर
nitimimansa,नीतिमीमांसा
khadsale,खडसले
sobailea,सोबयल्या
shabdavishesh,शब्दविशेष
tipanaanche,टिपणांचे
walterschaa,वॉल्टर्सचा
vastavach,वास्तवच
hastaantaranaanech,हस्तांतरणानेच
saayy,साय्य
abhiruchiche,अभिरुचिचे
nachnarya,नाचनाऱ्या
bakdyabhovti,बाकड्याभोवती
survevar,सुर्वेवर
odhikareank,अधिकाऱ्यांक
numbiar,नंबियार
ardhavastraankitach,अर्धवस्त्रांकितच
hijahaayanes,हिजहायनेस
vahanatale,वाहनातले
jivanarasaanchaa,जीवनरसांचा
balaanvishayee,बळांविषयी
polyanchya,पोळ्यांच्या
buvababanche,बुवाबाबांचे
donshechyavar,दोनशेच्यावर
chalinantarchi,चालीनंतरची
patkarlele,पत्करलेले
abrucha,अब्रूचा
jesanbaddal,जेसनबद्दल
khaatr,खात्र
kaaryakartyaanbaddal,कार्यकर्त्यांबद्दल
vruttapatraakade,वृत्तपत्राकडे
vhiskichihi,व्हिस्किचीही
naralsuddha,नारळसुद्धा
bangalivajaa,बंगलीवजा
mapachya,मापाच्या
vyakarankarank,व्याकरणकारांक
bhinteeshivaay,भिंतीशिवाय
huknaar,हुकणार
haakun,हाकून
shushk,शुष्क
krupechya,कृपेच्या
insulting,इन्सल्टिंग
sahapravasham,सहप्रवाशां
aajlaa,आजला
ambaanadi,अंबानदी
nokarshahanchi,नोकरशहांची
jadanghadnichi,जडणघडणीची
madhyapurvach,मध्यपूर्वच
marhatte,मरहट्टे
sharukhbhai,शारूखभाय
tatvaachaa,तत्त्वाचा
parvarila,पर्वरीला
samikaranaanmule,समिकरणांमुळे
falayaancher,फळयांचेर
mhatrenchi,म्हात्रेंची
mukapataatuchyaa,मूकपटातूच्या
jandrohi,जनद्रोही
dakshinevatentalo,दक्षिणेवटेंतलो
greekaanmadhyehee,ग्रीकांमध्येही
nimantritaansaathee,निमंत्रितांसाठी
rigaak,रिगाक
yuddhaneeteeche,युद्धनीतीचे
mukhyadhyaapakaansamor,मुख्यध्यापकांसमोर
maalkaansobat,मालकांसोबत
saamaajikaarthik,सामाजिकार्थिक
uparyaanche,उपर्यांचे
dharmaakhaatir,धर्माखातीर
dakshinemeren,दक्षिणेमेरेन
taaleb,तालेब
impala,इंपाला
gaayillim,गायिल्लीं
julvataay,जुळवताय
moyar,मोयर
kadomboricher,कादंबरीचेर
navinkumar,नवीनकुमार
rebo,रेबो
stupaajavaloon,स्तूपाजवळून
fluver,फ्लूवर
kahise,कहिसे
tutalepan,तुटलेपण
moms,मॉम्स
goldsmith,गोल्डस्मिथ
mellant,मेळांत
punahsthaapanechee,पुनःस्थापनेची
swaraanchyaajaagi,स्वरांच्याजागी
tyaachem,त्याचें
aatmayatem,आत्मयातें
dharmiyaanbaabat,धर्मियांबाबत
namla,नामला
kuth,कुठ
pandarpuras,पंढरपुरास
vaagataayet,वागतायेत
sadhula,साधुला
rajesha,राजेशा
omanakadlyan,ओमानाकडल्यान
titka,तितका
consumption,कन्झम्प्शन
parkkade,पार्ककडे
kathakarala,कथाकाराला
crystallization,क्रिस्टलायजेशन
aandhraant,आंध्रांत
cholalaa,चोळला
fisakatanaar,फिसकटणार
therpibaddal,थेरपीबद्दल
aareraavi,आरेरावी
bhukki,भुक्की
kanjusakaka,कंजुसकाका
ghatakarajyant,घटकराज्यांत
oree,ओरी
vibhaagni,विभागणी
aatataayeepanaache,आततायीपणाचे
vaajvat,वाजवट
mandirapraveshaane,मंदिरप्रवेशाने
donhins,दोन्हींस
maatrupremi,मातृप्रेमी
tantrabadh,तंत्रबध्द
khulyaatach,खुळ्यातच
chinula,चिनुला
neharupremaache,नेहरूप्रेमाचे
kaaryakartyaanchahee,कार्यकर्त्यांचंही
vinatikit,विनातिकीट
arjentinavale,अर्जेंटिनावाले
bamiyan,बामियान
yachidehim,याचिदेहीं
sanrakshanasiddhatet,संरक्षणसिध्दतेत
tichepayalim,तिचेपयलीं
sirsukh,सिरसूख
prateekaache,प्रतीकाचे
paahaneemadhye,पाहणीमध्ये
maajirn,माजिर्न
mahavirsinhana,महाविरसिंहाना
punyaabaddalchaa,पुण्याबद्दलचा
mothayaani,मोठयांनी
seaveachea,सेवेचे
mashididwara,मशीदीद्वारा
kundyamadhun,कुंडयांमधून
paricchedaatale,परिच्छेदातले
paaraghaataane,पारघाटाने
kalvari,कलवरी
varchasvavaad,वर्चस्ववाद
vaafayantraatle,वाफयंत्रातले
zundisobat,झुंडीसोबत
ghabarvatat,घाबरवतात
itaraancheech,इतरांचीच
achukatepramaanech,अचूकतेप्रमाणेच
kharjyaa,खर्ज्या
kacharevalyala,कचरेवाल्याला
ruchnare,रुचणारे
cosmopolityn,कॉस्मोपॉलीटीन
imaratincha,इमारतींचा
padapadmaachi,पदपद्माची
