namdharirao,নামধারীরাও
licensbeheenvabe,লাইসেন্সবিহীনভাবে
parasyayita,পারস্যায়িত
bhatinda,ভটিন্ডা
politicize,পলিটিসাইজ
promanpotrer,প্রমানপত্রের
shupu,শুপু
chamchul,চামছুল
mortensen,মর্টনসন
brondbander,ব্রন্ডব্যান্ডের
amitoi,অমিতই
byaktagato,ব্যক্তগত
rakhalra,রাখালরা
gujjarera,গুজ্জরেরা
shrutosyo,শ্রুতস্য
bramhachorya,ব্রহ্মচর্য
rangdhunir,রাংধুনির
stereotypic,স্টেরিওটাইপিক
langeman,ল্যাঞ্জম্যান
holun,হলুন
ventilitor,ভেন্টিলিটর
corraro,করারো
nugru,নুগরু
prachinbyabastha,প্রাচীনব্যবস্থা
anumitra,অনুমিত্রা
sukhokor,সুখকর
adhyapikagon,অধ্যাপিকাগণ
morgavrihadayatan,মোরগবৃহদায়তন
ketul,কেতুল
velpurite,ভেলপুরিতে
ranginigan,রঙ্গিনীগণ
chhottuder,ছোট্টুদের
chhatroligersobhapoti,ছাত্রলীগেরসভাপতি
kadra,কাদরা
chulkate,চুলকাতে
dutabas,দুতাবাস
shunti,শুন্তি
paarbatyabaaseederke,পার্বত্যবাসীদেরকে
vayoshri,বয়োশ্রী
bibhinnasthaane,বিভিন্নস্থানে
pedophilia,পেডোফিলিয়া
jhunjhuni,ঝুনঝুনি
chirochorito,চিরচরিত
karjokromgoto,কার্যক্রমগত
aprakashye,অপ্রকাশ্যে
bajetbhukto,বাজেটভুক্ত
ggi,জিজিআই
rushena,রুশেনা
protibartar,প্রতিবার্তার
uttammadhyam,উত্তমমাধ্যম
muter,মুটের
dashambar,দশমবার
kumbhakhali,কুম্ভখালী
hozti,হজটি
sharafuddin,শরাফুদ্দিন
cypraceo,সাইপ্রাসেও
patrachar,পত্রাচার
sodate,সদাতে
nirbachonkarjo,নির্বাচনকার্য
jibangram,জীবনগ্রাম
ukani,উকানী
lokoj,লোকজ
tindinei,তিনদিনেই
potkar,পটকার
pictor,পিক্টর
rasmohanbabu,রাসমোহনবাবু
administrations,অ্যাডমিনিস্ট্রেশনস
ihao,ইহাও
muchallir,মুছল্লীর
adokkhotake,অদক্ষতাকে
protichobi,প্রতিছবি
primorditronder,প্রাইমর্ডিট্রনদের
ghas,ঘাস
ihra,ইহরা
halex,হ্যালেক্স
jekhaneprotibondhokotar,যেখানেপ্রতিবন্ধকতার
pathankandi,পাঠানকান্দি
bibritijoge,বিবৃতিযোগে
kbda,কেবিডিএ
banchailen,বাঁচাইলেন
safequler,সাফেকুলের
swabadhkeo,স্ববধকেও
risharcha,রিসার্চ
hukumdari,হুকুমদারী
duisoho,দুইসহ
dharmagranther,ধর্মগ্রন্থের
trucrypter,ট্রুক্রিপ্টের
nizederke,নিজেদেরকে
dablokar,দাবলোকর
gyandar,জ্ঞানদার
troilus,ট্রয়লাস
shringeri,শ্রিংগরী
shilpodhyan,শিল্পধ্যান
minakshir,মীনাক্ষির
pranita,প্রণীতা
bohutole,বহুতলে
chituke,চিতুকে
sahiduzzaman,সাহিদুজ্জামান
roktodataderke,রক্তদাতাদেরকে
pouchilo,পৌঁছিল
nitinirdharkrao,নীতিনির্ধারকরাও
kilimanur,কিলিমানুর
dadukei,দাদুকেই
kasafaddoza,কাসাফদ্দোজা
kalisero,কালিসেরও
zeruzaleski,জেরুজালেস্কি
sadhutter,সাধুত্বের
obaidullah,ওবায়েদুল্লা
athirikto,অথিরিক্ত
kochchopakar,কচ্ছপাকার
chitabaghtir,চিতাবাঘটির
abracadabra,আব্রাকাডাব্রা
shakharbistarito,শাখারবিস্তারিত
kundoke,কুন্দকে
dekheochilam,দেখেওছিলাম
ghushkande,ঘুষকাণ্ডে
paprashi,পাপরাশী
pyramidser,পিরামিডসের
autishtic,অটিস্টিক
livesines,লাইভসাইন্স
coldchain,কোল্ডচেইন
genomics,জেনোমিকস
devamahanta,দেবমহন্ত
austerbury,অস্টারবেরি
khorshedkeo,খোরশেদকেও
mohalit,মোহালিত
podemos,পোডেমোস
adhyapoksabha,অধ্যাপকসভা
hadyar,হাদিয়ার
rabura,রবুরা
sriyantramke,শ্রীযন্ত্রমকে
lusa,লুসা
icu,আইসিইউ
tcms,টিসিএমএস
hantitechi,হাঁটিতেছি
sabhatai,সভাটাই
saloksongshleshoner,সালোকসংশ্লেষণের
korate,করাতে
alternate,অলটারনেট
moudi,মাউদি
backstrokeo,ব্যাকস্ট্রোকেও
rakshanatmak,রক্ষণাত্মক
mcconneller,ম্যাককোনেলের
ayarke,আয়ারকে
mtv,এমটিভি
aynao,আয়নাও
bhoktopremik,ভক্তপ্রেমিক
dumai,ডুমাই
subhashito,সুভাষিত
panpunjite,পানপুঞ্জিতে
tadupujhar,তদুপুঝার
pochondoi,পছন্দই
bronley,ব্রোনলি
versongulote,ভার্সনগুলোতে
amonero,আমনেরও
leadershhip,লিডারশিপ
jogosutrer,যোগসূত্রের
refat,রিফাত
mangalchetna,মঙ্গলচেতনা
kajakhastana,কাজাখস্তান
brotinkanti,ব্রতীনকান্তি
bijendrababu,বীজেন্দ্রবাবু
toklifa,তোকলিফা
meyekhyato,মেয়েখ্যাত
shilo,শীল
protikkharoto,প্রতীক্ষারত
tafiqul,তফিকুল
uksb,ইউকেএসবি
intan,ইন্তান
nespers,নেসপারস
saxer,স্যাক্সের
cazorla,কাজোরলা
batkhadirou,বাটখাদিরৌ
birdsonglogn,বার্ডসংলগ্ন
footprothom,ফুটপ্রথম
mitya,মিতিয়া
sondehobhajonera,সন্দেহভাজনেরা
recoil,রেকোল্ল
dahograme,দহগ্রামে
sarbhisosomuhe,সার্ভিসসমূহে
manikmohan,মানিকমোহন
batra,বত্রার
naohelal,নওহেলাল
nakshalrai,নকশালরাই
shizingping,শিজিংপিং
madhyabatti,মধ্যবত্তি
chhatuguloke,ছাতুগুলোকে
abhyashbiruddho,অভ্যাসবিরুদ্ধ
nuler,নুলের
korarei,করারেই
durgabhaktara,দুর্গাভক্তরা
luksumao,লুকসুমাও
krishiofiser,কৃষিঅফিসের
khawachchh,খাওয়াচ্ছ
akhtaruzzaner,আখতারুজ্জানের
satnami,সতনামী
chhoktike,ছকটিকে
benal,বেনাল
grensen,গ্রেনসেন
porimao,পরিমাও
nrityabid,নৃত্যবিদ
swadhinatasurya,স্বাধীনতাসূর্য
independente,ইন্ডেপেন্ডেন্তে
pharka,ফর্ক
banaitechilo,বানাইতেছিল
suranadi,সুরনদী
uddineri,উদ্দিনেরই
iobp,আইওবিপি
chitrotarkao,চিত্রতারকাও
kumardev,কুমারদেব
turakapalem,তুর্কপলিম
bateb,বাতেব
shosthidaser,ষষ্ঠীদাসের
gananati,গণনাটি
tikkhnodrishtite,তীক্ষ্ণদৃষ্টিতে
sirajuddaulah,সিরাজুদ্দৌলাহ
toposeho,তপসেহ
gridhari,গ্রীধারী
farikhal,ফারিখাল
chandrapanjikateo,চান্দ্রপঞ্জিকাতেও
courgette,কোরগেট
pechilo,পেছিল
chhatrosomabesh,ছাত্রসমাবেশ
duttenhoffer,ডুটেনহফার
nigmathulin,নিগমাথুলিন
retressment,রিট্রেসমেন্ট
panahare,পানাহারে
bhambri,ভামব্রি
jobdokore,জব্দকরে
instrumental,ইনস্ট্রুমেন্টাল
jogobashisther,যোগবাশিষ্ঠের
cosmotics,কসমটিকস
setubhonge,সেতুভঙ্গে
uchchotajonito,উচ্চতাজনিত
dorsonathidore,দর্শনাথীদরে
manoshikkhabid,মনোশিক্ষাবিদ
sikandra,সিকান্দরা
protisthatir,প্রতিষ্ঠাটির
hafij,হাফিজ
rasmandir,রাসমন্দির
bhurutar,ভূরুতার
omilad,ওমিলাদ
prostorghate,প্রস্তরঘাতে
harddisk,হার্ডডিস্ক
sheturetion,স্যাচুরেশন
dudhpatali,দুধপাতালি
ballol,ব্যালোল
bikkhobhakaaree,বিক্ষোভকারী
zubai,যুবাই
mcmahoner,ম্যাকম্যাহনের
atharobaki,আঠারোবাকি
samnibhabe,সামনিভাবে
marksabadigan,মার্কসবাদীগণ
nalapichu,নালাপিছু
mokaddoma,মোকাদ্দোমা
evolutioner,ইভোলিউশনের
satvarla,সাতভারলা
shimpanji,শিম্পাঞ্জি
shrotder,শ্রোতদের
ouroto,ঔরত
ushnota,উষ্ণতা
prottongogulo,প্রত্যঙ্গগুলো
poltrikhamari,পোল্ট্রিখামারী
importance,ইম্পরট্যান্স
hydrophilic,হাইড্রোফিলিক
paragoye,প্যারাগোয়ে
kinematic,কাইনেমেটিক
deepongkorsoho,দীপংকরসহ
pujarini,পুজারিনী
quintonio,কুইনটোনিও
jakiputrer,জ্যাকিপুত্রের
porinotbuddhir,পরিণতবুদ্ধির
afghanistane,আফঘানিস্তানে
prostaglavin,প্রোস্টাগ্লাভিন
meftahun,মেফতাহুন
bhasasahitya,ভাষাসাহিত্য
riktik,রিক্তিক
marwari,মারওয়ারী
madhyobitto,মাধ্যবিত্ত
ujjaldatta,উজ্জ্বলদত্ত
balaghata,বালাঘাটা
napkinta,ন্যাপকিনটা
sangitshikkha,সংগীতশিক্ষা
shahortoligulor,শহরতলীগুলোর
cashroomer,ক্যাশরুমের
bhun,ভুন
boardschib,বোর্ডসচিব
amildirna,অমিলদীর্ণ
punano,পুনানো
eksenja,এক্সেঞ্জ
kumrakam,কুমরাকম
nozrulke,নজরুলকে
proshomonai,প্রশমনায়
eriksson,ইয়েরিকসন
handicraft,হ্যান্ডিক্রাফ্ট
lensei,লেন্সেই
roktokanika,রক্তকণিকা
nayadillio,নয়াদিল্লিও
majader,মাজাদের
belemachi,বেলেমাছি
beeroth,বেরোৎ
chatang,চটং
sangbodikke,সাংবদিককে
chendel,চেন্দেল
raoda,রাওদা
pubble,পাবল
anagen,অ্যানাজেন
anyagosthir,অন্যগোষ্ঠীর
steeplechase,স্টিপলচেজ
