chainij,चाइनिज
jeneral,जेनेरल
kamleti,कमलेति
vishwepashwa,विश्वेपश्व
nankirbaaken,ननकिरबाकेँ
chesme,चेसमे
laagiae,लागिए
bhikharini,भिखारिणी
vidyalayake,विद्यालयकें
gujaro,गुजरो
khyatiken,ख्यातिकेँ
thehunak,ठेहुनक
anumandladhikari,अनुमण्डलाधिकारी
tarkariya,तरकरिया
hajariya,हजरिया
markonee,मार्कोनी
kerunga,केरुङ्गा
okrasabhken,ओकरासभकेँ
laeninke,लेनिनकें
peethke,पीठके
bhaktimaik,भक्तिमाईक
tarfsan,तर्फसँ
hobaike,होबैके
aatmadhwani,आत्मध्वनि
semwal,सेमवाल
saharma,सहरम
sinvaan,सिनवाङ
daugee,दाँगी
debna,देबना
thakansan,थकानसँ
prajekts,प्राजेक्ट्स
prootest,प्रोटेस्ट
gorkhaland,गोर्खाल्यान्ड
sappken,सप्पकेँ
debihin,देबिहिं
mhanagarpalikamae,महानगरपालिकामे
chadneeka,चाँदनीक
angaka,अङ्गक
bhagwatti,भगवत्ती
aanlani,आनलनि
gangaasan,गङ्गासँ
dushtaak,दुष्टाक
jageshwarsthan,जागेश्वरस्थान
chinken,चीनकेँ
gaisme,गैसमे
vikassthal,विकासस्थल
sarveshwa,सर्वेश्व
bhubhagpe,भूभागपे
ramayanken,रामायणकेँ
padmashree,पद्मश्री
chandhigadhme,चण्डीगढमे
speshalak,स्पेशलक
puruskarme,पुरुस्कारमे
yashodanandanat,यशोदानन्दनत
abhimanyuken,अभिमन्युकें
gunwakta,गुणवक्ता
yadetdretah,यदेतद्रेतः
ujyalo,उज्यलो
kosaren,कोसरें
kendradhikshak,केंद्राधीक्षक
didaar,दिदार
toylets,टॉयलेट्स
bharatwasiken,भारतवासीकेँ
atyahitmev,अत्याहितमेव
pinkah,पिनकाह
brahmavaah,ब्रह्मवाह
jalkhimein,जलखैमे
rajaranik,राजारानीक
eksheshvihinta,एकशेषविहीनता
dhupwali,धूपवाली
koolo,कूलो
vicramadityak,विक्रमादित्यक
kaeloun,केलौं
samtetakar,समतिताकार
prayogkartasabhak,प्रयोगकर्तासभक
sonuaa,सोनुआ
bhagalpursan,भागलपुरसँ
migraine,माइग्रेन
aneraun,अनेरौं
maichhili,मैछिली
jaahiye,जाहिये
mital,मितल
haraune,हरौने
arjunke,अर्जुनके
gulijaarak,गुलिजारक
nepaliupar,नेपालीउपर
litahun,लितहुँ
pokhrinaraansthaan,पोखरीनारायणस्थान
bikretaah,बिक्रेताः
bhumeshwar,भुमेश्वर
suevaranadwaara,सुएवरनद्वारा
buttaak,बुत्ताक
sakaiy,सकैय
vidhanrakshak,विधानरक्षक
raushanke,रौशनके
asurraj,असुरराज
taajoo,ताजू
hotalker,होटलकेर
kataesam,कतएसँ
taarai,तारै
munaol,मुनाओल
narsimhadevdwara,नरसिम्हादेवद्वारा
nirdaeshanka,निर्देशनका
dhahme,धाहमे
sanrohan,संरोहण
aayogyata,आयोग्यता
dolait,डोलैत
saamgrees,सामग्रीस
gachchhantamanugachchhati,गच्छन्तमनुगच्छति
rachene,रचेने
bhangraunee,भंगरौनी
farichheliyani,फरिछेलियनि
dinmanme,दिनमानमे
viniyatan,विनियतं
joojhat,जूझत
dushasanak,दुशासनक
murda,मुर्दा
becharik,बेचारीक
sageet,सगीत
mahasachivadvay,महासचिवद्वय
mushkbu,मुश्कबू
harivanshah,हरिवंशः
grihchakra,गृहचक्र
punroddhar,पुनरोद्धार
purushartha,पुरूषार्थ
koob,कूब
astitvako,अस्तित्वको
vidyarthisabh,विद्यार्थीसभ
sahtau,सहतौ
raamash,रामश
hantaywala,हँटयवला
teamk,टिमक
bajhebe,बझेबे
tosar,तोसर
mahendram,महेन्द्रम
babooke,बाबूकें
chaahalahun,चाहलहुँ
vyarthak,व्यर्थक
haldivaree,हल्दिवारी
samharatai,सम्हरतै
ladkabala,लड़काबला
brindain,ब्रिनडेन
vimansthalko,विमानस्थलको
tinrangiya,तिनरंगिया
dubair,दूबरि
nichidatsu,निचिदात्सु
jitwana,जितवाना
sahsaluka,सहसलुका
anadikaalahisean,अनादिकालहिसँ
neernayke,निर्णयकें
dukhmochna,दुखमोचना
mansabh,मानसभ
mukutsan,मुकुटसँ
brisben,ब्रिस्बेन
jatansa,जतनसँ
oordhvamukhee,ऊर्ध्वमुखी
avsarke,अवसरके
tapusabh,टापूसभ
deemapur,दीमापुर
rakhavanadela,राखावाङदेल
karnjeevatubhootam,कर्णजीवातुभूतम्
pahunchya,पहुँच्या
sovetskikh,सोवेत्स्किख
kanyaasabha,कन्यासभ
khuayab,खुआएब
sfeeti,स्फीति
rectorveld,रेक्टरवेल्ड
bishishth,बिशिष्ठ
jalvon,जलवों
attalikaroopee,अट्टालिकारूपी
desbharime,देशभरिमे
dawaisabh,दवाइसभ
devrat,देवव्रत
waaking,वाकिंग
bendhta,बेंधता
gamelak,गमेलक
kautukta,कौतुकता
mansukha,मनसुखा
thithrasut,ठिठ्रसुत
aaryavartme,आर्यावर्तमे
charodish,चारोदिश
varmak,वर्माक
bagulo,बगुलो
rivaajsan,रिवाजसँ
beetbak,बितबाक
nchaa,नचा
mrishanyah,मृषान्यः
pirona,पिरोना
yavatpibamyaham,यावत्पिबाम्यहम्
rakaathum,राकाथुम
rambhagati,रामभगति
puryaaval,पुर्यावल
uchchayukt,उच्चायुक्त
asmedh,असमेध
soppoo,सोप्पू
magdhak,मगधक
ramindar,रमिन्दर
pandavon,पाण्डवों
kunjou,कुञ्जो
bhujnagar,भुजनगर
paryavaranme,पर्यावरणमे
sthapniya,स्थापनीय
dhamaul,धमौल
jhulaiye,झुलैए
dharmdattah,धर्मदत्तः
kadaamandou,काडामाण्डौ
bosee,बोसी
paaoun,पाउन
gheralkanhi,घेरलकन्हि
gaushalak,गौशालाक
chhabriyak,छाबड़ियाक
roudrayai,रौद्रायै
mehantanak,मेहनतानाक
domee,डोमी
shrimadabhagvadgeetakhyan,श्रीमदभगवद्गीताख्यं
kismsabh,किस्मसभ
pranlisan,प्रणलीसँ
kalakarchhi,कलाकारछी
pandauna,पाण्डौन
deu,देउ
politechniq,पोलिटेक्निक
maheshan,महेशान
wellin,विलिन
elahunhean,एलहुँहेँ
sukhatee,सुखाती
larla,लडल
hanumanak,हनुमानक
avsarma,अवसरमा
vivekaratnavali,विवेकरत्नावली
tyaalent,ट्यालेन्ट
tarsite,तरसिते
murrae,मुर्रे
dhanteeka,घण्टीक
nirantarata,निरन्तरता
dineshchandrash,दिनेशचन्द्रश
bhojna,भोजना
jaatiye,जातिए
sokhab,सोखब
raajkumarak,राजकुमारक
koshiksabhak,कोशिकसभक
nyayadheeshak,न्यायाधीशक
bhojaitchi,भोजैतछि
gotepar,गोटेपर
jogmaeek,जोगमाईक
kachhubi,कछुबी
harvindar,हरविंदर
dauglah,दौगलाह
dilalpur,दिलालपुर
sasurariye,ससुरारिये
drah,द्रह
msp,एमएसपी
parmeshwatra,परमेश्वतरा
hastaaksharamaayaanand,हस्ताक्षरमायानन्द
holikaparv,होलिकापर्व
acumenida,एक्युमेनिडा
alphanumeric,अल्फान्युमेरिक
kihkaree,किहकारी
kunija,कुनिज
sngor,संगोर
karyavivaran,कार्यविवरण
amarendraj,अमरेन्द्रज
manjhauliya,मँझौलिया
vaithaki,वैठकी
dharmnagarak,धर्मनगरक
doorbhiti,दुर्भीति
kumaaon,कुमाउँ
tappar,टप्पर
roopantaran,रूपान्तरण
prastari,प्रस्तरी
chndrao,चन्द्रो
agreegetar,एग्रीगेटर
abhyarthiken,अभ्यर्थीकेँ
dauravat,दौरावत
nissanga,निस्संग
sahdharmini,सहधर्मिणी
atribution,एट्रीब्यूशन
mayoorak,मयूरक
hetaith,हेतैथ
chhekak,छेकक
orar,ओराङ
visaunee,विसौनी
layashcheti,लयश्चेति
periyaar,पेरियार
chhahame,छाँहमे
dampteek,दम्पतिक
bidyasagar,बिद्यासागर
sandesho,संदेशो
sadahpur,सदहपुर
elijabeth,एलिजबेथ
saparipaar,सपरिपार
ghunghuroo,घुंघुरू
colective,कलेक्टिव
lagiyaunhu,लगियौन्हु
rakshasgan,राक्षसगण
bujhitai,बुझितै
upsabhapramukh,उपसभाप्रमुख
nukelak,नुकेलक
vahaa,भाहा
companysan,कम्पनीसँ
santatiken,सन्ततिकें
rahben,रहबें
tamgalie,तमगली
bhavnahru,भावनाहरू
prachandu,प्रचण्डु
vrihaspati,वृहस्पति
rooprakant,रूप्रकान्त
logographee,लोगोग्राफी
aarkiyoloujikal,आर्कियोलौजिकल
mayamanushvigrahayai,मायामानुषविग्रहायै
roggrast,रोगग्रस्त
grnthsabhme,ग्रंथसभमे
jaal,जल
lokheemak,लोखिमक
ahitme,अहितमे
jamanatme,जमानतमे
taagal,तागल
sapnoko,सपनोको
dabayega,दबाएगा
lagitahi,लगितहि
prateesthanme,प्रतिष्ठानमे
narsig,नर्सिग
amargadhiko,अमरगढीको
baandar,बाँदर
ogarbahik,ओगरबाहीक
jiab,जिअब
talaiyasabh,तलैयासभ
dekhabe,देखाबे
keutoo,केउटू
janaabadi,जनआबादी
udhot,उधोत
bhiyes,भिएस
boolime,बोलीमे
baghbhairavak,बाघभैरवक
lodharam,लोधराँ
mikhoo,मिखू
rasuva,रसुवा
banauliyai,बनौलियै
giraniyan,गिरानियाँ
garbhgodee,गर्भगोदी
lekhsubam,लेखसभम
faisalitee,फैसलिटी
deebarime,दीबारिमे
paritayo,परितयो
gramahshreekarapatyar,ग्रामःश्रीकरापत्यर
