natiji,ਨਤੀਜੀ
diyana,ਡਿਆਨਾ
bhule,ਭੁਲੇ
hambhada,ਹੰਭਦਾ
cartisol,ਕਾਰਟੀਸੋਲ
nijikaran,ਨਿੱਜੀਕਰਨ
norcotics,ਨੋਰਕੋਟਿਕਸ
oosha,ਊਸ਼ਾ
binnomo,ਬਿੰਨੋਮੋ
moska,ਮੋਸਕਾ
praetorian,ਪ੍ਰੇਟੋਰੀਅਨ
sujhaeya,ਸੁਝਾਇਆ
sethia,ਸੇਠੀਆ
pulid,ਪੁਲਿਦ
booklet,ਬੁੱਕਲੈਟ
sunscreens,ਸਨਸਕ੍ਰੀਨਸ
chaadna,ਚਾੜਨਾ
vaedkins,ਵੈਡਕਿੰਸ
imperiation,ਇੰਪੀਰੀਏਸ਼ਨ
vetarinari,ਵੈਟਰਨਰੀ
tallahassee,ਟੈਲਹੈਸੀ
barbigha,ਬਰਬੀਘਾ
rajampet,ਰਾਜਮਪੇਟ
dulariaan,ਦੁਲਾਰਿਆਂ
nogin,ਨੋਗਿਨ
vidvatapoorvak,ਵਿਦਵਤਾਪੂਰਵਕ
karjaneetiaan,ਕਾਰਜਨੀਤੀਆਂ
pingri,ਪਿੰਗਰੀ
thikriwala,ਠਿਕਰੀਵਾਲਾ
tharace,ਥਾਰੇਸ
barstool,ਬਾਰਸਟੂਲ
heeri,ਹੀਰੀ
peshez,ਪੇਸ਼ੇਜ਼
maulpur,ਮੌਲਪੁਰ
govindganj,ਗੋਵਿੰਦਗੰਜ
patlunan,ਪਤਲੂਨਾਂ
lahigiaan,ਲਹਿਗੀਆਂ
nivelan,ਨਿਵੇਲਾਂ
ventilators,ਵੈਂਟੀਲੇਟਰਜ਼
inthocianins,ਇੰਥੋਸਿਆਨਿਨਸ
albuquerque,ਆਲਬੂਕਰੁਕ
ene,ਏਨੇ
uhadi,ਉਹਦੀ
karota,ਕਰੋਟਾ
terrier,ਟੈਰੀਅਰ
brist,ਬਰਿਸਟ
engergised,ਇੰਜਰਜਾਈਜ਼ਡ
hubbda,ਹੁੱਬਦਾ
kukroon,ਕੁੱਕੋਰਨ
lacting,ਲੈਕਟਿੰਗ
harneha,ਹਰਨੇਹਾ
brufinorphin,ਬਰੂਫੀਨੋਰਫਿਨ
primula,ਪ੍ਰੀਮੂਲਾ
atlentic,ਅਟਲੈਂਟਿਕ
gormangi,ਗੌਰਮਾਂਗੀ
mubarwad,ਮੁਬਾਰਵਾਦ
likhapadi,ਲਿਖਾਪੜੀ
tambwe,ਤੰਬਵੇ
tanzaniya,ਤਨਜ਼ਾਨੀਆ
arunan,ਅਰੁਨਾਂ
tarrki,ਤੱਰਕੀ
storee,ਸਟੋਰੀ
zuka,ਜ਼ੂਕਾ
sehnewala,ਸੈਣਵਾਲਾ
tride,ਟ੍ਰਾਈਡ
prayogamik,ਪ੍ਰਯੋਗਾਮਿਕ
wadaye,ਵਧਾਏ
vajrasana,ਵਿਰਜਾਸਨ
rukia,ਰੁਕਿਆ
intach,ਇਨਟੈੱਕ
vilasarao,ਵਿਲਾਸਰਾਓ
muddi,ਮੁੱਡੀ
departmental,ਡਿਪਾਰਟਮੇਂਟਲ
supermuldal,ਸੁਪਰਮਲਡਲ
hauzi,ਹੌਜ਼ੀ
favorate,ਫੇਵਰੇਟ
saipla,ਸੈਪਲਾ
rainforceran,ਰੇਇਨਫੋਰਸਰਾਂ
kshatra,ਕਸ਼ੱਤਰ
mincham,ਮਿੰਚਮ
thessalonica,ਥੱਸਲੁਨੀਕੇ
buffered,ਬਫਰਡ
ccdi,ਸੀਸੀਡੀਆਈ
kandola,ਕੰਦੋਲਾ
aduldej,ਅਦੁੱਲਦੇਜ
ackfi,ਏਸੀਕੇਐੱਫਆਈ
dehal,ਦੇਹਾਲ
inspect,ਇੰਸਪੈਕਟ
difa,ਦਿਫਾ
kucchibhotla,ਕੁੱਚੀਭੋਤਲਾ
darpindera,ਦਰਪਿੰਦਰਾ
chilika,ਚਿਲਿਕਾ
bazoorag,ਬਜ਼ੁਰਗ
monfort,ਮੋਨਫੋਰਟ
uggniaan,ਉੱਗਣੀਆਂ
jajpreet,ਜਜਪ੍ਰਰੀਤ
cosic,ਕੋਸਿਕ
dahakiaan,ਦਹਾਕੀਆਂ
chiqnhi,ਚੀਕਣੀ
standran,ਸਟੈਂਡਰਾਂ
kachroo,ਕਾਚਰੂ
acharan,ਆਚਰਨ
tikkan,ਟਿੱਕਣ
samarkathan,ਸਮਰਕਥਾਂ
pellergonium,ਪੇਲੇਰਗੋਨੀਅਮ
runty,ਰੰਟੀ
andova,ਐਂਡੋਵਾ
abhaipuri,ਅਭੈਪੁਰੀ
sagrera,ਸਗਰੇਰਾ
avgai,ਅਵਗਾਈ
fcpa,ਐੱਫਸੀਪੀਏ
peevar,ਪੀਵਰ
gusebaaz,ਗੁੱਸੇਬਾਜ਼
bakhurd,ਬਖੁਰਦ
arthcam,ਅਰਥਕੈਮ
jaihindiaan,ਜੈਹਿੰਦੀਆਂ
gyalpo,ਗਯਾਲਪੋ
gilkyson,ਗਿਲਿਕਸਨ
aozar,ਔਜ਼ਾਰ
kadaar,ਕਦਾਰ
clients,ਕਲਾਇੰਟਸ
bejkal,ਬੇਜਕਲ
chuvshiaa,ਚੁਵਸ਼ਿਆ
pochan,ਪੋਚਣ
mohaqiq,ਮੋਹਾਕਿਕ
majudamdar,ਮਜੂਦਮਦਾਰ
jardar,ਜਰਦਾਰ
bearing,ਬਿਅਰਿੰਗ
chokra,ਚੋਕਰਾ
barrium,ਬੈਰੀਅਮ
fuleshwar,ਫੁਲੇਸ਼ਵਰ
ranjashan,ਰੰਜਸ਼ਨ
absal,ਅਬਸਾਲ
borvihar,ਬੋਰਵਿਹਾਰ
baramaha,ਬਾਰਾਮਾਹਾ
invites,ਇੰਵਾਈਟਸ
protocratoran,ਪ੍ਰੋਟੋਕ੍ਰੇਟਰਾਂ
matrodhiaan,ਮਤਰੋਧੀਆਂ
mahalahir,ਮਹਾਲਹਿਰ
murtadha,ਮੁਰਤਧਾ
isdee,ਇਸਦੀ
mandelstam,ਮਾਂਦਲਸਤਾਮ
ghumana,ਘੁਮਾਣਾ
acativa,ਅਕੈਟਿਵਾ
vasudhra,ਵਸੁਧਰਾ
supergite,ਸੁਪਰਜਾਇਟ
ralo,ਰਲੋ
yokes,ਯੋਕਸ
creography,ਕਰੀਓਗ੍ਰਾਫੀ
brochure,ਬਰੌਸ਼ਰ
ikktiviaan,ਇੱਕਤੀਵੀਆਂ
tarifa,ਤਾਰੀਫਾ
veke,ਵੇਕੇ
photosynthesis,ਫ਼ੋਟੋਸਿੰਥਸਿਸ
elections,ਇਲੈਕਸ਼ਨਸ
hoch,ਹੋਚ
shaukran,ਸ਼ੌਕਰਾਂ
doodlebug,ਡੂਡਲਬੱਗ
setin,ਸੈਟਿੰਗ
apte,ਅਪਟੇ
ocalis,ਓਕਾਲਿਸ
daoke,ਦਾਓਕੇ
starchild,ਸਟਾਰਚਾਈਲਡ
meetiaan,ਮੀਟੀਆਂ
vijayendra,ਵਿਜਯੇਂਦਰ
khicche,ਖਿੱਚੇ
bijlanu,ਬਿਜਲਾਣੂ
belurghat,ਬੇਲੂਰਘਾਟ
biraj,ਬਿਰਾਜ
faazil,ਫ਼ਾਜ਼ਿਲ
chhatar,ਚਤਰ
pirona,ਪਿਰੋਨਾ
electial,ਇਲੈਕਸ਼ਲ
zology,ਜ਼ੌਲੋਜੀ
pahocha,ਪਹੋਚਾ
taruda,ਤਰੁਦਾ
manivan,ਮਨੀਵਨ
sheoran,ਸ਼ਿਓਰਾਨ
agnikaran,ਅਗਨੀਕਰਨ
cardamom,ਕਾਰਡਾਮਾਮ
vishnanagar,ਵਿਸ਼ਨਾਨਗਰ
rajoli,ਰਜੋਲੀ
bilandi,ਬਿਲੰਦੀ
tayyip,ਤਈਪ
vahru,ਵਾਹਰੂ
outcasts,ਆਉਟਕਾਸਟਜ਼
restro,ਰੈਸਟਰੋ
kripalpura,ਕ੍ਰਿਪਾਲਪੁਰਾ
zicks,ਜ਼ਿਕਸ
adhkarit,ਅਧਕਾਰਿਤ
cups,ਕੱਪਸ
sachindeep,ਸਚਿਨਦੀਪ
icr,ਆਈਸੀਆਰ
finds,ਫਾਈਂਡਜ਼
nawal,ਨਾਵਲ
glocine,ਗਲੋਸੀਨ
bangari,ਬਾਂਗਰੀ
conta,ਕੌਂਟਾ
chitelan,ਚਿਟੇਲਾਂ
sujhavan,ਸੂਝਾਵਾਂ
jeepsiaan,ਜੀਪਸੀਆਂ
lipantaran,ਲਿਪਾਂਤਰਣ
varaoo,ਵਰਾਊ
venizelos,ਵੇਨੀਜ਼ੇਲੋਸ
oxygazer,ਆਕਸੀਗੇਜ਼ਰ
boiter,ਬੋਇਟਰ
cychitric,ਸਾਈਕਾਈਟ੍ਰਿਕ
pulsiosaur,ਪਲਸੀਓਸੌਰ
cerpentine,ਸਰਪੈਨਟਾਈਨ
dikhande,ਦਿਖਾਂਦੇ
arikali,ਅਰੀਕਲੀ
harmahir,ਹਰਮਹਿਰ
petton,ਪੈਟਨ
marjada,ਮਰਜਾਦਾ
giflag,ਗਿਫਲੈਗ
chhangi,ਛਾਂਗੀ
foksgol,ਫੋਕਸਗੋਲ
rafayah,ਰਫ਼ਾਯਾਹ
ebije,ਏਬੀਜੇ
kurichu,ਕੁਰੀਚੂ
subsidiary,ਸਬਸਿਡਅਰੀ
sarthike,ਸਾਰਥੀਕੇ
sivalingam,ਸ਼ਿਵਾਲਿੰਗਮ
rashal,ਰਸ਼ਾਲ
sujhayi,ਸੁਝਾਈ
ojawa,ਓਜਾਵਾ
millili,ਮਿਲੀਲੀ
dooshit,ਦੂਸ਼ਿਤ
hasanpreet,ਹਸਨਪ੍ਰੀਤ
workhouse,ਵਰਕਹਾਊਸ
misjected,ਮਿਸਜੈਕਟਿਡ
vidhvanva,ਵਿਧਵਾਂਵਾ
nurdin,ਨੁਰਦੀਨ
shirly,ਸ਼ੀਰਲੀ
ileana,ਆਈਲੇਨਾ
solbal,ਸੋਲਬਾਲ
siveiro,ਸਿਵੇਰੋ
kostaza,ਕੋਸਟਾਜ਼ਾ
mbrsc,ਐੱਮਬੀਆਰਐੱਸਸੀ
konjhuh,ਕੋਂਝੂਹ
omidyar,ਓਮਿਦਯਾਰ
mediconsult,ਮੈਡੀਕੰਸਲਟ
patalon,ਪਤਾਲੋਂ
mohanvedivelan,ਮੋਹਨਵੇਦੀਵੇਲਨ
chauhariaan,ਚੌਹਰੀਆਂ
lebdanum,ਲੇਬਡਾਨਮ
julkan,ਜੁਲਕਾਂ
repositories,ਰਿਪੋਜ਼ਟਰੀਜ਼
bunhiye,ਬੁੰਨ੍ਹੀਏ
nimcha,ਨੀਮਚਾ
pulisne,ਪੁਲੀਸਨੇ
aasakati,ਆਸਕਤੀ
nabeviaan,ਨਬੇਵਿਆਂ
minhas,ਮਿਨਹਾਸ
ghutale,ਘੁਟਾਲੇ
melboran,ਮੇਲਬੋਰਨ
nasscom,ਨਾਸਕੌਮ
shahitut,ਸ਼ਹਿਤੂਤ
demarte,ਡੀਮਾਰਟੇ
trabhakdiaan,ਤ੍ਰਭਕਦਿਆਂ
sangotha,ਸੰਗੋਥਾ
mangalacharan,ਮੰਗਲਾਚਰਨ
apnamjanak,ਅਪਨਾਮਜਨਕ
pandorigola,ਪੰਡੋਰੀਗੋਲਾ
indepedent,ਇੰਡੀਪੀਡੈਂਟ
vachanbadhata,ਵਚਨਬੱਧਤਾ
statue,ਸਟੇਚੂ
icu,ਆਈਸਯੂ
staran,ਸਤਾਰਾਂ
filfont,ਫ਼ਿਲਫ਼ੋਂਟ
asirgarh,ਅਸੀਰਗੜ੍ਹ
orientales,ਓਰੀਏਂਟੇਲਸ
agneya,ਅਗਨੇਇਆ
wijay,ਵਿਜੈ
thikriwal,ਠਿਕਰੀਵਾਲ
lampshed,ਲੈਂਪਸ਼ੈਡ
ofbarder,ਓਫਬਾਰਡਰ
gabardas,ਗਬਰਦਾਸ
cogling,ਕਾਗਲਿੰਗ
conimptonery,ਕਨਿੰਪਟਨਰੀ
yadatavan,ਯਾਦਾਤਾਵਾਂ
safia,ਸਫ਼ਿਆ
chhodege,ਛੋਡੇਗੇ
human,ਮਾਨਵ
ranniti,ਰਣਨੀਤੀ
ops,ਓਪੀਐੱਸ
lifafaband,ਲਿਫਾਫਾਬੰਦ
kuatal,ਕੁਆਟਲ
fehatgarh,ਫਹਿਤਗੜ੍ਹ
bengunahan,ਬੇਨਗੁਨਾਹਾਂ
chandpuria,ਚਾਂਦਪੁਰੀਆ
dyslexy,ਡਿਸਲੈਕਸੀ
marankhanda,ਮਾਰਨਖੰਡਾ
durba,ਦੁਰਬਾ
lantinus,ਲੈਂਟੀਨਸ
yakdam,ਯਕਦਮ
muruganantham,ਮੁਰੁਗਨੱਥਮ
vidhanta,ਵਿਧਾਨਤਾ
taddiaan,ਟੱਡੀਆਂ
khudmukhtar,ਖ਼ੁਦਮੁਖ਼ਤਾਰ
mms,ਐਮਐਮਐਸ
kalimuddin,ਕਲੀਮੁੱਦੀਨ
cognitive,ਕਾਗਨਿਟਿਵ
jirakpur,ਜਿਰਕਪੁਰ
subramania,ਸੁਬਰਾਮਨੀਆ
bhashan,ਭਾਸ਼ਣ
bedkhiak,ਬੇਦਖਿਅਕ
milvaratni,ਮਿਲਵਰਤਨੀ
populate,ਪਾਪੂਲੇਟ
petering,ਪੀਟਰਿੰਗ
ravendra,ਰਵੇਂਦਰ
rijjas,ਰਿੱਜਸ
muskravan,ਮੁਸਕਰਾਵਾਂ
prakiritak,ਪ੍ਰਕਿਰਿਤਕ
raghi,ਰਾਘੀ
kaediyan,ਕੈਦੀਆਂ
rheometer,ਰਾਇਓਮੀਟਰ
semnale,ਸੇਮਨਾਲੇ
jivansathiyan,ਜੀਵਨਸਾਥੀਆਂ
aadhuniktavad,ਆਧੁਨਿਕਤਾਵਾਦ
investigators,ਇਨਵੈਸਟੀਗੇਟਰਜ਼
prokopev,ਪ੍ਰੋਕੋਪੇਵ
upasthan,ਉਪਸਥਾਨ
nahait,ਨਹਾਇਤ
cutlets,ਕਟਲੇਟਸ
bahugan,ਬਹੁਗਣ
mehrban,ਮੇਹਰਬਾਨ
guraoo,ਗੁਰਾਊ
donodia,ਡੋਨੋਡਿਆ
konstantin,ਕੋਨਸਤਾਂਤਿਨ
contrack,ਕੰਟਰੈਕ
mandhala,ਮੰਢਾਲਾ
suicies,ਸੂਸੀਜ਼
wildly,ਵਾਈਲਡਲਾਈ
nocha,ਨੋਚਾ
kalme,ਕਲਮੇ
falaiaa,ਫਲਾਇਆ
narmambarg,ਨਰਮਮਬਰਗ
rakkabi,ਰੱਕਬੀ
powersleeds,ਪਾਵਰਸਲੀਡਜ਼
aaftaab,ਆਫਤਾਬ
tiegan,ਟੈਗਨ
mixland,ਮਿਕਸਲੈਂਡ
sweetnian,ਸਵੀਟਨੀਅਨ
lourdes,ਲਾਰਡੇਜ਼
sivlal,ਸਿਵਲਾਲ
parmeshra,ਪਰਮੇਸ਼ਰਾ
panahan,ਪਨਾਹਾਂ
kingsley,ਕਿੰਗਜ਼ਲੀ
dramatic,ਡ੍ਰਾਮੇਟਿਕ
bsf,ਬੀਐਸਐਫ
richt,ਰਿਚਟ
kalyanpuri,ਕਲਿਆਨਪੁਰੀ
kasperesky,ਕਾਸਪੇਰੇਸਕੀ
sedila,ਸੇਡਿਲਾ
katsina,ਕਾਤਸਿਨਾ
multaviyog,ਮੁਲਤਵੀਯੋਗ
actension,ਐਕਟੈਨਸ਼ਨ
chiknas,ਚਿਕਨਸ
flashes,ਫਲੈਸ਼ਜ਼
giftan,ਗਿਫ਼ਟਾਂ
rongji,ਰੋਂਗਜੀ
subru,ਸੁਬਰੂ
glycemic,ਗਲਾਈਸਮਿਕ
bliss,ਬਲਿੱਸ
chelamma,ਚੇਲੰਮਾ
muhajirun,ਮੁਹਾਜਿਰੂਨ
bharathanatyam,ਭਰਤਨਾਟਿਅਮ
niapuran,ਨਿਆਪੂਰਨ
eugenics,ਯੂਜੀਨਿਕਸ
rakkhak,ਰੱਖਕ
corportan,ਕਾਰਪੋਰਟਾਂ
yuvava,ਯੂਵਾਵਾ
muraco,ਮੁਰਾਕੋ
malukwala,ਮਲੂਕਵਾਲਾ
premiat,ਪ੍ਰੀਮੀਅਤ
munash,ਮੁਨਾਸ਼
clapso,ਕਲੈਪਸੋ
vishant,ਵਿਸ਼ਾਂਤ
bryton,ਬ੍ਰਾਇਟਨ
surmani,ਸੁਰਮਾਨੀ
kamalrekha,ਕਮਲਰੇਖਾ
dhaunk,ਧੌਂਕ
gedela,ਗੇਡੇਲਾ
aahluviaan,ਆਹਲੂਵਿਆਂ
qadian,ਕਾਦੀਆਂ
haretz,ਹਾਰੇਟਜ਼
vakhva,ਵਖਵਾ
yosia,ਯੋਸੀਆ
gregoria,ਗ੍ਰੇਗਰੀਆ
chhangte,ਛਾਂਗਤੇ
devne,ਦੇਵਨੇ
bridesmadan,ਬ੍ਰਾਇਡਸਮੈਡਾਂ
goboi,ਗੋਬੋਈ
glandel,ਗਲੈਂਡਲ
dalmini,ਡਾਲਮੀਨੀ
strapless,ਸਟ੍ਰੈਪਲੈਸ
sehto,ਸਹਿਤੋ
tarbro,ਟਾਰਬਰੋ
fasivadiyan,ਫ਼ਾਸੀਵਾਦੀਆਂ
samshinder,ਸਮਸ਼ਿੰਦਰ
beerhe,ਬੀੜੇ
bandbu,ਬੰਦਬੂ
bimonal,ਬਿਮੋਨਲ
griffins,ਗ੍ਰਿਫੀਨਜ਼
haridyal,ਹਰਿਦਿਆਲ
estiti,ਐਸਟੀਟੀ
agoclips,ਐਗੋਕਲਿਪਸ
achiuthanand,ਅਚਿਉਤਾਨੰਦ
sashtaran,ਸਾਸ਼ਤਰਾਂ
kidharon,ਕਿਧਰੋਂ
talvan,ਤਲਵਾਂ
pertussis,ਪਰਟੂਸਿਸ
jalmin,ਜਲਮੀਨ
comparator,ਕੰਪੈਰੇਟਰ
vijaygi,ਵਿਜੇਗੀ
hemoglobin,ਹੀਮੋਗਲੋਬਿਨ
himachali,ਹਿਮਾਚਲੀ
taikwandu,ਤਾਇਕਵਾਂਡੂ
eurovice,ਯੂਰੋਵਿਸ
velalur,ਵੇਲਾਲੂਰ
nikharni,ਨਿਖਾਰਨੀ
vinir,ਵਿਨਿਰ
ilajsikh,ਇਲਾਜਸਿੱਖ
omnion,ਓਮਨੀਅਨ
enrichment,ਐਨਰੀਚਮੈਂਟ
uddiye,ਉੱਡੀਏ
pusha,ਪੁਸ਼ਾ
safiya,ਸਫ਼ੀਆ
jawajiaa,ਜਵਾਜਿਆ
bergamo,ਬੇਰਗਾਮੋ
karnalan,ਕਰਨਲਾਂ
suniramala,ਸੁਨਿਰਮਲਾ
juint,ਜੁਇੰਟ
tejewalia,ਤੇਜੇਵਾਲੀਆ
breakthru,ਬ੍ਰੇਕਥਰੂ
karihe,ਕਰੀਹੇ
coxiens,ਕਾਕਸੀਅਨਜ਼
hanermai,ਹਨੇਰਮਈ
lavre,ਲਾਵਰੇ
viteli,ਵਿਟੇਲੀ
regjent,ਰੇਗਜੈਂਟ
aalmi,ਆਲਮੀ
haaikuu,ਹਾਇਕੂ
suppliers,ਸਪਲਾਇਰਜ਼
financers,ਫਾਈਨਾਂਸਰਜ਼
irelander,ਆਇਰਲੈਂਡਰ
purangarh,ਪੂਰਨਗੜ੍ਹ
kunwarpratap,ਕੁੰਵਰਪ੍ਰਤਾਪ
chhikkega,ਛਿੱਕੇਗਾ
bahubhashai,ਬਹੁਭਾਸ਼ਾਈ
chauqas,ਚੌਕਸ
nirmanvad,ਨਿਰਮਾਣਵਾਦ
sidhavan,ਸਿਧਾਵਾਂ
neeoon,ਨੀਊਂ
lapal,ਲਾਪਲ
sqaq,ਸਕਾਕ
semual,ਸੇਮੁਅਲ
alour,ਅਲੌੜ
nindat,ਨਿੰਦਤ
yatni,ਯਤਨੀ
puragve,ਪੁਰਾਗਵੇ
zarsanga,ਜ਼ਾਰਸਾਂਗਾ
bonsai,ਬੋਨਸਾਈ
sunset,ਸਨਸੇਟ
pradshashna,ਪ੍ਰਦਸ਼ਾਸ਼ਨਾ
astiaa,ਅਸਤਿਆ
dhog,ਢੋਗ
peb,ਪੀਈਬੀ
booths,ਬੂਥਸ
parmenides,ਪਾਰਮੇਨੀਡੇਸ
siddibappa,ਸਿੱਦੀਬੱਪਾ
harbirinderjit,ਹਰਬੀਰਇੰਦਰਜੀਤ
lautan,ਲੌਟਾਂ
pset,ਪੀਐੱਸਈਟੀ
perosah,ਪੇਰੋਸਾਹ
mrigind,ਮ੍ਰਿਗਿੰਦ
duvaunda,ਦੁਵਾਉਂਦਾ
banavega,ਬਣਾਵੇਗਾ
sarton,ਸਾਰਟਨ
adgu,ਅਡਗੂ
nwaba,ਨਵਾਬਾ
algonquin,ਅਲਗੋਨਕਿਨ
somkunwar,ਸੋਮਕੁੰਵਰ
mangia,ਮੰਗੀਆ
carby,ਕਾਰਬੀ
fabbar,ਫੱਬਰ
kinanre,ਕਿਨਾਂਰੇ
euroki,ਯੂਰੋਕੀ
masucol,ਮਾਸੂਕੋਲ
pattenga,ਪੱਟੇਂਗਾ
augan,ਔਗਣ
eeku,ਈਕੂ
bhawara,ਭਾਵਰਾ
viraajmaan,ਵਿਰਾਜਮਾਨ
redundancy,ਰੀਡੰਨਡੈਂਸੀ
tundewal,ਟੂੰਡੇਵਾਲ
midura,ਮਿਦੁਰਾ
coslologists,ਕਾਸਲੌਲੋਜਿਸਟਸ
sahuke,ਸਾਹੂਕੇ
beswalan,ਬੇਸਵਾਲਾਂ
superdelisate,ਸੁਪਰਡੇਲਾਈਜੇਟ
mauna,ਮੌਨਾ
popna,ਪੋਪਨਾ
pugave,ਪੁਗਾਵੇ
plolem,ਪਲੋਲੇਮ
haisiat,ਹੈਸੀਅਤ
irvig,ਇਰਵਿਗ
vasravikan,ਵਸਰਾਵਿਕਾਂ
gromo,ਗਰੋਮੋ
breathing,ਬਰੀਦਿੰਗ
besaent,ਬੇਸੈਂਟ
osogo,ਓਸੋਗੋ
yengcheng,ਯੇਂਗਚੇਂਗ
nagaiaa,ਨਗਾਇਆ
marhati,ਮਰਹਟੀ
kitnashkan,ਕੀਟਨਾਸ਼ਕਾਂ
aarjiji,ਆਰਜੀਜੀ
babef,ਬਾਬੇਫ
matwal,ਮਟਵਾਲ
laliyaani,ਲਲਿਆਣੀ
padehnga,ਪੜ੍ਹੇਂਗਾ
pajarian,ਪਜਾਰੀਆਂ
makroad,ਮਕਰੋਡ
ramin,ਰਾਮਿਨ
lalchditta,ਲਾਲਚਦਿੱਤਾ
sibste,ਸਿਬਸਟੇ
stevert,ਸਟੀਵਰਟ
mehlananga,ਮਹਿਲਾਨੰਗਾ
aapneaap,ਆਪਣੇਆਪ
inflibinet,ਇਨਫਲੀਬੀਨੈੱਟ
wolstrostraft,ਵੌਲਸਟ੍ਰੌਸਟ੍ਰਾਫਟ
volanteer,ਵਲੰਟੀਅਰ
analys,ਐਨਾਲਿਸ
retartent,ਰਿਟਾਰਟੈਂਟ
pratibamb,ਪ੍ਰਤੀਬੰਬ
dishland,ਡਿਸ਼ਲੈਂਡ
highcommissioneran,ਹਾਈਕਮਿਸ਼ਨਰਾਂ
aizaz,ਏਜਾਜ਼
vijara,ਵਿਜਰਾ
khunteta,ਖੁੰਟੇਟਾ
admah,ਅਦਮਾਹ
letdiaan,ਲੇਟਦਿਆਂ
cyberskyority,ਸਾਈਬਰਸਕਿਓਰਿਟੀ
suuth,ਸੂਥ
khaitibari,ਖੈਤੀਬਾੜੀ
makkdian,ਮੱਕੜੀਆਂ
chanvin,ਚਨਵੀਂ
rafique,ਰਫ਼ੀਕ
mukhduar,ਮੁੱਖਦੁਆਰ
galhiaan,ਗਲ੍ਹਿਆਂ
dandwali,ਦੰਡਵਾਲੀ
tormine,ਟੌਰਮਾਈਨ
khushbu,ਖੁਸ਼ਬਾਬੂ
meghnath,ਮੇਘਨਾਥ
raajdatt,ਰਾਜਦੱਤ
homothrium,ਹੋਮੋਥ੍ਰੀਅਮ
pilankar,ਪਿਲਾਂਕਰ
azuri,ਅਜ਼ੂਰੀ
kuksi,ਕੁਕਸੀ
puchaunde,ਪੁਚਾਉਂਦੇ
moroco,ਮੋਰੋਕੋ
fusfusahat,ਫੁਸਫੁਸਾਹਟ
ladvi,ਲਾਡਵੀ
metoposource,ਮੈਟੋਪੋਸੋਰਸ
surmo,ਸੁਰਮੋ
ferozepore,ਫਿਰੋਜਪੁਰ
saujhi,ਸੌਝੀ
calposis,ਕਲਪੋਸਿਸ
anuranjan,ਅਨੁਰੰਜਨ
rosco,ਰੋਸਕੋ
calders,ਕੈਲਡਰਜ਼
helfire,ਹੈਲਫਾਇਰ
ashapura,ਆਸ਼ਾਪੁਰ
bandhanpuran,ਬੰਧਨਪੂਰਣ
malige,ਮਲੀਗੇ
vihinta,ਵਿਹੀਨਤਾ
zanzibar,ਜ਼ੰਜ਼ੀਬਾਰ
pilnega,ਪਿਲਨੇਗਾ
angrenji,ਅੰਗਰੇਂਜੀ
gunjhaldartavan,ਗੁੰਝਲਦਾਰਤਾਵਾਂ
sylvixture,ਸਿਲਵਿਕਸਚਰ
mukammalan,ਮੁਕੰਮਲਾਂ
ukataa,ਉਕਤਾ
rishika,ਰਿਸ਼ਿਕਾ
ahronoth,ਅਹਰੋਨੋਥ
lamumbai,ਲਮੁੰਬਈ
kajriwal,ਕਜਰੀਵਾਲ
rockwood,ਰੌਕਵੁੱਡ
chikuma,ਚਿਕੂਮਾ
temworth,ਟੈਮਵਰਥ
vahishiat,ਵਹਿਸ਼ੀਅਤ
hissedaria,ਹਿੱਸੇਦਾਰੀਆ
netam,ਨੇਤਮ
remadeling,ਰੀਮੇਡਲਿੰਗ
ministial,ਮਨਿਸਟੀਅਲ
baidhwan,ਬੈਧਵਾਨ
shanstri,ਸ਼ਾਂਸਤਰੀ
singhmobile,ਸਿੰਘਮੋਬਾਈਲ
satwider,ਸਤਵਿੱਦਰ
dhabanuma,ਧੱਬਾਨੁਮਾ
ijhat,ਇੱਝਤ
hankach,ਹੰਕਚ
solstice,ਸੋਲਸਟਾਈਸ
crimed,ਕ੍ਰਾਈਮਡ
saahibaan,ਸਾਹਿਬਾਨ
shosan,ਸ਼ੋਸਣ
eisenhower,ਆਈਸਨਹਾਵਰ
inventures,ਇਨਵੈਂਚਰਸ
devendra,ਦਵੇਂਦਰ
landkaper,ਲੈਂਡਕੇਪਰ
eldern,ਐਲਡਰਨ
thalwant,ਥਲਵੰਤ
ghasauna,ਘਸਾਉਣਾ
horeto,ਹੋਰੇਟੋ
vertmooler,ਵਰਟਮੂਲਰ
virasati,ਵਿਰਾਸਤੀ
miao,ਮੀਆਓ
dikhaan,ਦਿਖਾਣ
lodging,ਲਾਜਿੰਗ
bhugtaiaan,ਭੁਗਤਾਈਆਂ
jambe,ਜੰਬੇ
ghisarke,ਘਿਸਰਕੇ
crappo,ਕਰੈਪੋ
yilan,ਯਿਲਾਨ
fingerprints,ਫਿੰਗਰਪਰਿੰਟਸ
spanishash,ਸਪੈਨਿਸ਼ਸ
koreh,ਕੋਰ੍ਹੇ
offerjekar,ਆਫਰਜੇਕਰ
ehrenich,ਏਹਰੇਨਿਚ
gyrlane,ਗਾਇਰਲੇਨ
khodiaan,ਖੋਦਿਆਂ
muiska,ਮੁਈਸਕਾ
catee,ਕੇਟੀ
ranaut,ਰੌਣਤ
sajlandhar,ਸਜਲੰਧਰ
nishkiriaa,ਨਿਸ਼ਕਿਰਿਆ
thallysing,ਥੈਲੀਜ਼ਿੰਗ
