sharda,شاردا
rakhakart,رکھاکرت
domomosome,ڈوموموزوم
florja,فلورجا
nazarhafazati,نظرحفاظتی
dwekso,دویکسو
momoplast,مموپلاسٹ
tisker,ٹسکر
parchay,پرچے
shbt,صحبت
abkharaat,ابخارات
jalsahmi,جلسہمی
maalkin,مالکن
bongia,بونگیا
corimot,کوریموٹ
gawangan,گوانگن
veloli,ویلولی
wanangar,وننگر
mediaperfsad,میڈیاپرفساد
jomaqdamat,جومقدمات
samjahnachahiye,سمجھناچاہیے
acetazola,ایسیٹازولا
zarurlil,ضرورلیل
badasturhukumat,بدستورحکومت
karhashan,کرہشن
jungtabasrah,جنگتبصرہ
aurarvi,اورروی
wathreeman,وتھریمان
almasjadughairah,المسجدوغیرہ
azwiah,عضویہ
charchang,چرچنگ
loond,لونڈ
expect,ایکسپیکٹ
bohna,بوہنا
artakas,ارتکاس
orniozi,اورنیوزی
haftu,ہفتو
kafrojahalat,کفروجہالت
wamashaarah,ومشاعرہ
amirabdulghifar,امیرعبدالغفار
inmission,انمیشن
surakhi,سوراخی
sarkarparmukhtalif,سرکارپرمختلف
videocol,ویڈیوکال
aawatashil,آوتشیل
diyagayahoga,دیاگیاہوگا
paighambarzadgi,پیغمبرزادگی
sawasok,سواسوک
tradero,ٹریڈرو
doctortakshi,ڈاکٹرتاکشی
ibtaladarpesh,ابتلادرپیش
lekwal,لیکوال
parkanoni,پرکنونی
dohrarah,دوہرارہ
andogranson,اینڈوگرنسن
aarshiwah,آرشیوہ
kobheek,کوبھیک
harticulturemendy,ہارٹیکلچرمنڈی
ankoth,انکوٹھ
patroman,پیٹرومین
freshis,فریشس
tomazakirat,تومذاکرات
fords,فورڈس
locashus,لوکیشس
kagnik,کاگنیک
harkol,ہرکول
metabolics,میٹابولکس
lekarkarnatkaprant,لیکرکرناٹکاپرانت
introbag,انٹروباگ
shahadatein,شہادتیں
kartera,کرتیرا
mctorage,میکٹریج
chonakari,چوناکاری
sajadiyah,سجادیہ
sokristi,سوکرسٹی
makhdam,مخدم
saraap,سراپ
nawazshahbazi,نوازشہبازی
prafola,پرافولا
mutkalmin,متکلمین
jaalah,جعلہ
leadermrium,لیڈرمریم
khinchbi,کھنچبی
tabsharit,تبشریت
laawarn,لاورن
spnermachal,اسپنرمچل
kyabehreeni,کیابحرینی
gregorz,گریگورز
difrunce,ڈفرینس
achhawar,اچھاور
arguani,ارغوانی
goldniston,گولڈنسٹن
andema,اینڈیما
munaqadkiyagayajas,منعقدکیاگیاجس
cotractorn,کوٹریکٹرن
harsaski,ہرسسکی
elaa,الہ
grenaxin,گرینیکسین
azdanah,ازدانہ
aansudikh,آنسودیکھ
frelangers,فریلینجرز
fatimata,فاطمۃ
expense,ایکسپینس
madrab,مدرب
qadeemee,قدیمی
hophrapan,ہوپھراپن
rormoz,رورموز
rajinderchudhari,راجیندرچودھری
intermissional,انٹرمیشنل
zakarkarnamnasab,ذکرکرنامناسب
cated,کیٹڈ
gashish,گاشش
girakarkhazana,گراکرخزانہ
rabnab,ربنب
parsarkarkasath,پرسرکارکاساتھ
sayednuri,سعیدنوری
saidfiyaz,سیدفیاض
sharyans,شریانس
neuterla,نیوٹرلا
koyoshi,کویوشی
dastakhtee,دستخطی
sarakoz,سراکوز
koglejan,کوگلیجن
galkinia,گلکینیا
likhadikha,لکھادیکھا
epidural,ایپیڈیورل
akhah,اکھہ
kagiso,کاگیسو
thamikal,تھامیکل
promomenal,پرومومینل
pallodicates,پیلوڈیکیٹس
pandar,پنڈر
girnari,گرناری
silsibale,سلسبیل
asfash,اسفش
chahiyetabeeyat,چاہیےطبیعات
parmazen,پرمزین
fokayama,فوکایاما
doctorfkhralhasan,ڈاکٹرفخرالحسن
hanging,ہینگنگ
kamarmazduro,کمارمزدورو
changlang,چانگلانگ
numbergal,نمبرگل
silonki,سیلونکی
lahraskat,لہراسکت
dodaa,دوڑا
glately,گلیٹلی
bardaranki,بردارانکی
artchok,آرٹچوک
cucler,کیوکلر
azsinking,ازسنکنگ
koghaib,کوغیب
safiraliyas,سفیرالیاس
nakard,ناکرد
pahlahiq,پہلاحق
viveshno,ویویشنو
varkala,ورکلا
arokwan,اروکوان
bharmay,بھرمیں
yazhak,یضحک
aqubiyat,عقوبیت
amarnak,امرناک
bandhibam,باندھیبم
yelsesar,یلسیسر
entreprenours,انٹرپرینورز
ahmednurani,احمدنورانی
namatnashamy,نمٹناشامی
maratis,ماراٹس
mahangahokar,مہنگاہوکر
klorah,کلورہ
bhankwadiya,بھنکوادیا
seeyarani,سیارانی
emploma,ایمپلوما
aduu,ادو
guchaj,گچج
obreno,اوبرینو
laversage,لیورسیج
minpa,مینپا
almoz,الموز
basaski,بساسکی
karichama,کریچما
rozmoqa,روزموقع
bharpurpi,بھرپورپی
faqray,فقرے
ashpatang,اشپتنگ
raschi,رسچی
publecox,پبلکاکس
doning,ڈوننگ
parbaharis,پربہارس
kitokozol,کیتوکوزول
rachoksi,رچوکسی
shanwatra,شنواترا
shabahaat,شباہات
chamankot,چمنکوٹ
airosh,ایروش
aurshahriyar,اورشہریار
sahrozah,سہروزہ
odel,اوڈل
hindusenak,ہندوسیناک
anasarbadniyati,عناصربدنیتی
devtam,دیوتم
gulzka,گلزکا
astadaar,استدار
aurseer,اورسیر
shakny,شکنی
kalsakrawar,کلسکراور
centpa,سینٹپا
aakhtatam,آختتام
harkantistent,ہرکنٹسٹنٹ
sehrurdiya,سہروردیہ
khatfi,خطفی
kogardwarah,کوگردوارہ
dty,دتی
azkhudbahar,ازخودباہر
ayamatbad,آیامتباد
supsho,سپشو
mumbartojahi,ممبرتوجاہی
sogwarkardiya,سوگوارکردیا
martingan,مارٹنگن
intelcate,انٹلکیٹ
bharokheda,بھروکھیڑا
nonarwachat,نونرواچت
sadurshokt,صدورشوکت
panharni,پنہارنی
salgawaya,سلگوایا
akthanahi,اکٹھانہی
peshawarwa,پشاوروا
aafisarzah,آفیسرزہ
barud,بارود
aurpanjgoor,اورپنجگور
sarmal,سرمل
jomjib,جومجیب
bhempurah,بھیمپورہ
qharasanee,خراسانی
koglogram,کوگلوگرام
dodeef,دودیف
alashtaar,الاشتار
hadjar,حدجر
aurkarguzar,اورکارگزار
lactating,لیکٹیٹنگ
jenkozawar,جینکوزاور
yousufsus,یوسفسس
istadpanjab,استادپنجاب
chingra,چینگرا
rangho,رنگوں
bhabuti,بھبوتی
taadeel,تعدیل
khashkistan,خشکستان
manzoriki,منظوریکی
baglolah,بگلولہ
dobandi,دوبندی
maktishwaranand,مکتیشورانند
aloheet,الوہیت
arand,ارند
lahorjakarbethi,لاہورجاکربیٹھی
lecentantan,لیسنٹنٹن
shoking,شوکنگ
paishgam,پیشگام
abdulhalim,عبدالحلیم
rozkalktah,روزکلکتہ
jehat,جہات
makwalaj,مکوالج
zeechi,زیچی
sherborn,شیربورن
ladaat,لڑات
zino,زینو
anokaran,انوکرن
fysal,فیصل
aawazhoti,آوازہوتی
thapga,تھپگا
alexatine,الیکسیٹین
goldfeld,گولڈفیلڈ
coctail,کاکٹیل
brendez,برینڈیز
sharkapeerbadur,شرکپیربدور
sepian,سیپیاں
gasonomation,گیسونومیشن
transportertha,ٹرانسپورٹرتھا
badheeni,بڑھینی
tornamitz,ٹورنامٹز
dorood,دورود
orthopaedics,آرتھوپیڈکس
ajsani,اجسانی
khaamni,خامنی
rasoob,رسوب
reversorates,ریورسوریٹس
shabqatani,شبقتانی
nazeerwadi,نظیروادی
dablyobash,ڈبلیوبش
pairhaspur,پیرہاسپور
fergates,فرگیٹس
benjach,بینجچ
damank,دمنک
asimanandkograftar,اسیمانندکوگرفتار
prokela,پروکیلا
transolas,ٹرانسولاس
hindason,ہندسوں
mansubahi,منصوبہی
coprosesing,کوپروسیسنگ
denorom,ڈینوروم
workspaces,ورکسپیس
momets,مومیٹس
panskar,پنسکر
partardidi,پرتردیدی
banawaqfiyat,بناواقفیت
fakhartarqi,فخرترقی
diyamarasal,دیامراسل
vironua,ویرونوا
patman,پتمن
wanaferi,ونفیری
baese,باعث
korpaka,کورپکا
asnaqta,اسنقطہ
naghmat,نغمات
particulate,پارٹیکیولیٹ
mechzprmshtamal,میچزپرمشتمل
maqsadtaqliq,مقصدتخلیق
yaqeemwa,یقیموا
aljhonah,الجھونہ
trasso,ٹراسو
wakhawani,وخوانی
maastavi,ماستوی
samwaji,سامواجی
malaseed,ملاسید
musterchudhari,مسٹرچودھری
zulfiqarsahib,ذوالفقارصاحب
vishnavajana,وشنواجنا
azbeeko,ازبیکو
tesps,ٹیسپس
izhardahli,اظہاردہلی
chamtah,چمٹہ
qaribaat,قریبات
kalabaragar,کلابراگر
achaparform,اچھاپرفارم
thukaran,ٹھکارن
shamaam,شمام
aurmorgan,اورمورگن
shohal,شوہل
jareedah,جریدہ
zadeen,ضدین
kograftarkaran,کوگرفتارکرن
babakwal,بابکوال
homagriya,ہومگریہ
kamdari,کمداری
dorofers,ڈوروفرس
caspean,کیسپین
jabraj,جبراج
darulkhutub,دارالکتب
majdalden,مجدالدین
lanjah,لنجہ
filfi,فلفی
happold,ہیپولڈ
chofteen,چوفٹین
kyagayatvia,کیاگیاتویہ
cartish,کارٹش
palotojeekrinshan,پالوٹوجیکرنشن
zindehrahna,زندہرہنا
yapargol,یپرگول
nambardaran,نمبردارن
zeejaat,زیجات
simiyat,سیمیت
aihana,ایہانا
kakhtamam,کااختتام
wanashanat,ونشانات
shahkartaj,شاہکارتاج
tabzeer,تبزیر
experin,ایکسپیرین
neutilin,نیوٹیلن
yuhanzah,یوہنزہ
aurbandas,اوربندس
mulif,مولف
chhapnawi,چھپنوی
afradmashraf,افرادمشرف
wadastarbandi,ودستاربندی
agarshami,اگرشامی
shayamachak,شیامچک
tajuyazparmuslam,تجویزپرمسلم
parmashaal,پرمشال
injections,انجکشنوں
wapsiki,واپسیکی
sadurkoyaddahani,صدورکویاددہانی
parguftagukrat,پرگفتگوکرت
behbatar,بہبتر
teltroter,ٹیلٹروٹر
sahlarah,سہلارہ
karkatrasdhubharti,کرکٹرسدھوبھارتی
tunist,ٹیونسٹ
yaadvi,یادوی
mogili,موگیلی
terfin,طرفین
bardah,بردہ
goltoli,گولٹولی
suprek,سپریک
aghwakirdah,اغواکردہ
retner,ریٹنر
yadusht,یادوشت
meticaica,میٹیکایکا
agarparskoon,اگرپرسکون
aapchichi,آپچیچی
hezords,ہیزارڈس
infecated,انفیکیٹڈ
lakli,لکلی
badruho,بدروحوں
kasood,کسور
naalbandi,نعلبندی
vizapakistan,ویزاپاکستان
kazinof,کازینوف
koswamo,کوسوامو
ashuz,اشوز
aurahilia,اوراہلیہ
vishweshwarparsad,وشویشورپرساد
casneen,کیسنین
nalbriz,نالبریز
urdupoent,اردوپوائنٹ
mulkamb,ملکمب
bendo,بینڈو
dholna,ڈھولنا
malhamat,ملہمات
katahfah,کاتحفہ
barthara,برتھرا
pedigia,پیڈیگیا
moqion,موقعوں
ankalga,انکالگا
herankshiya,ہیرانکشیا
aitebarbakhshan,اعتباربخشن
jansingjansing,جنسنگجنسنگ
ghairmutafiqa,غیرمتفقہ
phellu,پہلو
delxe,ڈیلکس
rotarford,روٹرفورڈ
wolsh,وولش
chhatna,چھٹنا
fehreen,فہرین
promoshi,پروموشی
nafaziks,نفاذکس
parsakar,پرسکار
kandhari,قندھاری
yapaspa,یاپسپا
gwalolp,گوالولپ
karaad,کراڑ
janbani,جنبانی
samaamah,ثمامہ
shilakor,شیلاکور
rahoob,رحوب
gluxert,گلکسرٹ
jaldaga,جلدگا
necotia,نیکوشیا
harpscured,ہارپسکیورڈ
shalukhuf,شلوخوف
radiocesi,ریڈیوسیسی
jambusar,جمبوسار
zindagani,زندگانی
wanwahi,ونواہی
shezgi,شیزگی
alwiyun,علویوں
airab,اعراب
delingpol,ڈیلنگپول
drahian,ڈرائیں
wakbari,وکبری
forention,فورنشن
aurkashmash,اورکشمش
wazoos,وضوس
shawahidmilat,شواہدملت
interio,انٹیریو
hotarah,ہوتارہ
sarkarat,سرکارت
sadarjiyani,صدرجیانی
pozji,پوزجی
medhu,میدھو
paidloliyat,پیدلولیت
bikhairchaki,بکھیرچکی
parcheez,پرچیز
amantila,امنٹیلا
kalzamar,کلزمر
bajra,باجرے
sunhaji,سنہاجی
gunjab,گنجاب
waakaar,واکار
paawarwark,پاورورک
naharkapani,نہرکاپانی
trosolols,ٹروسولولز
yagnostic,یگنوسٹک
sadarbarasosi,صدرباراسوسی
waghairjumaati,وغیرجماعتی
bangloraamad,بنگلورآمد
farnaaz,فرناز
banwasara,بنواسرا
pharzand,فرزند
exomia,ایکسومیا
ramchandraredi,رامچندرریڈی
patalomi,پٹالومی
komangla,کومنگلا
nernberg,نیرنبرگ
volverton,وولورٹن
katropur,کاتروپور
auraltar,اورالٹر
longarz,لونگرز
gription,گرپشن
khudbakhur,خودبخور
chogaan,چوگان
devbandas,دیوبنداس
hasnain,حسنین
shelters,شیلٹرس
thamibo,تھمیبو
aasawar,آساور
alishmavi,الاشماوی
hahmesh,ہہمیش
soryawansi,سوریاونسی
betist,بیٹسٹ
naheenamerica,نہیںامریکہ
auchraan,اوچران
baniaching,بانیاچنگ
peddlers,پیڈلرز
patrocal,پیٹروکل
alhaf,الحاف
mangwat,منگوات
kechkarmi,کیچکرمی
capriano,کیپریانو
kansari,کنسری
jamhurtu,جمہورتو
fleshiya,فلیشیا
barghuti,برگھوتی
gtarstists,گٹارسٹسٹس
chartroks,چارٹروکس
herorana,ہیرورانا
baishtarkisan,بیشترکسان
muabiz,معابض
akaontant,اکاونٹنٹ
betroth,بیتروتھ
wazirahsan,وزیراحسن
bhokarah,بھوکارہ
falmichi,فلمیچی
ingrezon,انگریزوں
aurmola,اورمولا
aanja,آنجا
prandas,پرانداس
gandhro,گندھرو
fotrekar,فوٹریکر
dabtah,دبتہ
dukandarchini,دکاندارچینی
nehrokwapan,نہروکواپن
nibter,نبٹر
nangasoraj,ننگاسورج
spelology,سپیلولوجی
zomomator,زمومیٹر
hamaakat,حماقت
todwana,توڑوانا
parimor,پریمور
satarmazduro,سترمزدورو
muntij,منتج
loli,لولی
neopail,نیوپیل
jheor,جھیور
alnaam,النعم
alkhazami,الخزامی
folicreery,فالیکریری
aursarkhel,اورسرخیل
studiol,سٹوڈیول
gracenety,گریسنیٹی
corticostera,کورٹیکوسٹیرا
alhafzah,الحفظہ
auzaris,اوزارس
aawazmatadad,آوازمتعدد
commarhospital,کمارہاسپٹل
revolotioneries,ریوولوشنریز
yatwas,یتواس
aurbarhama,اوربرہما
mashahiris,مشاہیرس
darojaha,داروجہا
fensionable,فینشنبل
peshawarkobdi,پشاورکوبڑی
ghaltiyanan,غلطیانن
bhangwaik,بھنگوایک
cronby,کرونبی
pedmaker,پیڈمیکر
tankents,ٹینکینٹس
milaperiyar,ملاپیریار
tahrum,تحرم
neurolpic,نیورولپک
abushahanib,ابوشہانب
parkarekosas,پرکریکوساس
leadrords,لیڈرورڈز
etro,ایٹرو
baneefishal,بنیفشل
athlapapa,اتھلاپاپا
remotorpan,ریموٹورپن
renidad,رینیداد
wamamdoh,وممدوح
governarma,گورنرما
bandosara,بندوسرا
condconing,کنڈکوننگ
conceriosia,کنسریوسیا
jagmetra,جگمیترا
tankhwaad,تنخواد
naharat,نہارت
anthostama,اینٹھوسٹاما
austroplastics,آسٹروپلاسٹکس
totkah,ٹوٹکہ
todleti,توڑلیتی
leunicate,لیونیکیٹ
koksa,کوکسا
bergino,برگینو
siron,سیرون
inhasartajrabat,انحصارتجربات
arthorozcopy,آرتھوروزکوپی
lashki,لشکی
interporal,انٹرپورل
chemologin,کیمولوجین
prasikyoterzkodakhal,پراسیکیوٹرزکوداخل
patermersburg,پیٹرمرزبرگ
lakeezar,لکیزر
meghwa,میگھوا
refling,ریفلنگ
alirshadhazrat,الارشادحضرت
karyok,کاریوک
behtermarketing,بہترمارکیٹنگ
aakarpahla,آکرپہلا
anela,انیلا
walapchas,والاپچاس
fobeeka,فوبیکا
verorosa,ویروروسا
gashti,گشتی
ramimuna,رمیمونہ
rahigi,رہیگی
thonsa,ٹھونسا
ashroos,اشروس
achhiot,اچھیوت
hifaztee,حفاظتی
bergomi,برگومی
darkhuastkirta,درخواستکرتا
tesco,ٹیسکو
goshikh,گوشیخ
rabadachuth,رباداچوتھ
intermedmi,انٹرمیڈمی
marzbani,مرزبانی
transandiz,ٹرانسینڈیز
yaseeshan,یاسیشن
aasisar,آسیسر
screena,سکرینا
domomia,ڈومومیا
muamilay,معاملے
nawalolo,نوالولو
kyasteen,کیاسٹین
kopakabna,کوپاکابنا
parmojudkaljo,پرموجودکالجو
jamudiyat,جمودیت
khezan,خزاں
leadenberg,لیڈنبرگ
talibanistan,طالبانستان
khalijpurt,خلیجپورٹ
oxygenin,آکسیجنین
samalak,سمالک
aurjhapi,اورجھپی
nazarlokil,نظرلوکل
sargazsht,سرگزشت
kanaloji,کنالوجی
fentpos,فینٹپوس
anbo,انبو
metroastationo,میٹرواسٹیشنو
katholkah,کاتھولکہ
guzsports,گزسپورٹس
brekton,بریکٹن
larth,لارتھ
lashjar,لشجر
trasporters,ٹراسپورٹرز
parjeevi,پرجیوی
bobomomanium,بوبومومینیم
gahram,گہرام
sonalgata,سونالگتا
emison,ایمیسن
kamuzafarnagar,کامظفرنگر
badkarawarfasiq,بدکاراورفاسق
borosa,بوروسا
ranjwala,رنجوالا
masudhey,مسودے
kasmaksa,کسمکسا
radkirta,ردکرتا
taukhsusiyat,توخصوصیت
panichak,پنیچک
inramaat,انرامات
metoz,میٹوز
parwazhogi,پروازہوگی
neelvi,نیلوی
doronsoro,ڈورونسورو
paafs,پافس
parliamentry,پارلیامینٹری
tasviry,تصویری
mafrorgadi,مفرورگاڑی
chhodochap,چھوڑوچپ
kyahij,کیاحج
bazarah,بازارہ
ulternator,الٹرنیٹر
blipolat,بلیپولٹ
garjigorj,گرجیگورج
lohiyol,لوہیول
pakadtajaraha,پکڑتاجارہا
kashmeersha,کشمیرشا
roshmuri,روشموری
mankhulam,منخولم
fernal,فرنل
gazartaa,گذرتا
hottington,ہوٹنگٹن
enclosures,انکلوزرس
paidawardekhi,پیداوردیکھی
warishchigeen,ورشچگین
haneeftah,حنیفۃ
kapreja,کپریجا
alwakeshan,الوکیشن
talookhi,تعلقی
boltminman,بولٹمنمن
guzarhakirskta,گذارہاکرسکتا
chaptey,چپٹے
baradarshamad,برادرشامد
clrotern,کلروٹرن
mackermenfered,میکرمنفرد
tamizko,تمیزکو
kosbazbagh,کوسبزباغ
instegramgram,انسٹیگرامگرام
slashkin,سلیشکن
leckercongress,لیکرکانگریس
brochini,بروچینی
aladiyati,الادیاتی
aurmufkarmalat,اورمفکرملت
peshawarkhanam,پشاورخانم
kabharnakami,کبھارناکامی
aksardikhagya,اکثردیکھاگیا
kotaranga,کوترنگا
alstrations,السٹریشنز
harisostomos,ہریسوستوموس
kahammulkat,کہمملکت
gunava,گنوا
forehail,فورہیل
shwardzmen,شوارڈزمین
peloceda,پیلوسیڈا
fedretion,فیڈریشن
kardhandah,کردھندہ
kamparma,کمپرما
korksarnahi,کورکسرنہی
sartajpankh,سرتاجپنکھ
dhejal,دھیجل
haramur,ہرامور
chhans,چھنس
somashwar,سومشور
