kuberastatra,कुबेरस्तत्र
jaatastamujjeeway,जातस्तमुज्जीवय
yatpadakanjam,यत्पदकञ्जं
nichaknu,निचक्नु
dhaaraavratee,धाराव्रती
seedadoodhah,सीददूधः
sthalom,स्थलों
piturvaishravanasya,पितुर्वैश्रवणस्य
tattvavishesha,तत्त्वविशेष
parjanyamoshtayoshchaiva,पर्जन्यमोष्ठयोश्चैव
kanchitkimu,कञ्चित्किमु
karmakatrtaryeva,कर्मकत्र्तर्येव
naatyadnyai,नाट्यज्ञै
vidhisaarah,विधिसारः
shubhamastu,शुभमस्तु
yogatatvavide,योगतत्वविदे
sharadwatah,शरद्वतः
patayastavaite,पतयस्तवैते
pashuhistribhihi,पशुहिस्त्रिभिः
rushilokaat,ऋषिलोकात्
samvaidhaanikasaadhanaani,संवैधानिकसाधनानि
tadabhyaasafalam,तदभ्यासफलं
nabhoomau,नभूमौ
vasishvaa,वसिष्वा
sarwawaageeshwareshwaraay,सर्ववागीश्वरेश्वराय
bhattanayak,भट्टनायक
hitecchayaa,हितेच्छया
aaseenairvaa,आसीनैर्वा
vishayadvayasyaiva,विषयद्वयस्यैव
swakaamin,स्वकामिन्
bhaavanirupanam,भावनिरुपणं
heenaangah,हीनाङ्गः
sehurna,सेहुर्न
proshtapadee,प्रोष्ठपदी
karmabhoorapi,कर्मभूरपि
poorvachittistathaa,पूर्वचित्तिस्तथा
ashokastambhasya,अशोकस्तम्भस्य
pranayamaanena,प्रणयमानेन
namadhatuprakriya,नामधातुप्रक्रिया
visamsthulaa,विसंस्थुला
swaarthaadhashtasya,स्वार्थाद्धष्टस्य
lalitakara,ललिताकारा
maryaadaavidhigrahanam,मर्यादाविधिग्रहणं
vyaanparyupebhyo,व्याङ्पर्युपेभ्यो
dhanaadaanaprayojakaah,धनादानप्रयोजकाः
savaiyaa,सवैया
tatpaanineh,तत्पाणिनेः
vidhanasabham,विधानसभां
trimukheekrutoapi,त्रिमुखीकृतोऽपि
brahmajanapriya,ब्रह्मजनप्रिय
nireekshantau,निरीक्षन्तौ
kantusundaraya,कन्तुसुन्दराय
ashaantaay,अशान्ताय
sarvahutirhutva,सर्वाहुतिर्हुत्वा
pratapenanumitam,प्रतापेनानुमितं
rogadaaridryanaashanam,रोगदारिद्र्यनाशनम्
eershyaane,ईर्ष्याने
yadat,यदत
varuneshyai,वरुणेश्यै
danditadurjanasangho,दण्डितदुर्जनसङ्घो
etadubhayamapi,एतदुभयमपि
sagana,सगणा
prasavadharmeti,प्रसवधर्मेति
shamaadyairdhunute,शमाद्यैर्धुनुते
yashtimadhuka,यष्टिमधुका
hrullaasashchhardanam,हृल्लासश्छर्दनं
udattaka,उदात्तका
dattapoojaay,दत्तपूजाय
daladal,दलदल
syaadekadhaa,स्यादेकधा
khageshwar,खगेश्वर
dakshinaasya,दक्षिणास्य
awishwaasaprachoditaih,अविश्वासप्रचोदितैः
twatpreetyaarthamaham,त्वत्प्रीत्यार्थमहं
vaarim,वारिं
rathoddhataastabakah,रथोद्धतास्तबकः
mabhoomim,मभूमिं
jeevayeyam,जीवयेयं
prachaaradnyah,प्रचारज्ञः
shubhadarshanaam,शुभदर्शनाम्
eepsitaabhilaashah,ईप्सिताभिलाषः
kartavyoanyaashch,कर्तव्योऽन्याश्च
dushprapta,दुष्प्राप्त
prayooyujah,प्रयूयुजः
taanvaasayaamaas,तान्वासयामास
sonvapashyata,सोऽन्वपश्यत
jananandini,जननन्दिनी
vargasyeti,वर्गस्येति
lakshmeevaanapi,लक्ष्मीवानपि
tadaatmakamekakartrukam,तदात्मकमेककर्तृकं
kshamaakaari,क्षमाकारि
dvaavaatmana,द्वावात्मन
truteeyaamishraam,तृतीयामिश्रां
devendraah,देवेन्द्राः
tasyedami,तस्येदमि
aashritasuvarnagarudam,आश्रितसुवर्णगरुडं
karakisalayenaapi,करकिसलयेनापि
kramadatithyatitheye,क्रमादातिथ्यातिथेये
paridadaaneeti,परिददानीति
tyaadivaakyasyaapi,त्यादिवाक्यस्यापि
apashabdasya,अपशब्दस्य
sugaanandah,सुगानन्दः
taanmrugayase,तान्मृगयसे
shrutibhirvimrudyam,श्रुतिभिर्विमृद्यं
vimbam,विम्बम्
kulanuroopadharmanam,कुलानुरूपधर्माणां
tasmaatsoayamasadvaado,तस्मात्सोऽयमसद्वादो
dayaasamudram,दयासमुद्रम्
kashtakotayo,कष्टकोटयो
karanagranth,करणग्रन्थ
narasimhavinaashakaha,नरसिंहविनाशकः
sevitavya,सेवितव्य
mameetamandalam,ममीतमण्डलम्
juhotyaadiganah,जुहोत्यादिगणः
hayashiraah,हयशिराः
abhinnaani,अभिन्नानि
lokasiddhaabhih,लोकसिद्धाभिः
achodayan,अचोदयन्
utthaanah,उत्थानः
sharaagravinunnaangau,शराग्रविनुन्नाङ्गौ
chitrakathaayaah,चित्रकथायाः
tadnyaatajna,तज्ञातज्ञ
samskaaraanaamaaropanam,संस्काराणामारोपणं
naavamantavyaah,नावमन्तव्याः
shirahsthachandramandanam,शिरःस्थचन्द्रमण्डनं
vistaaraayaamamaanam,विस्तारायाममानं
agamaccha,अगमच्च
shakrasamanasya,शक्रसमानस्य
teekshnam,तीक्ष्णम्
upakaarakrutam,उपकारकृतं
jittwareerweerudhah,जित्त्वरीर्वीरुधः
loljihwo,लोलजिह्वो
dugdhaabdhou,दुग्धाब्धौ
kevalashabdena,केवलशब्देन
mahaganapatihi,महागणपतिः
dvividhama,द्विविधम
suprabhaavaayai,सुप्रभावायै
pavanairbhasma,पवनैर्भस्म
sthottame,स्थोत्तमे
ruchaampataye,रुचाम्पतये
viniyogoapi,विनियोगोऽपि
aavrashchana,आव्रश्चन
apurvartha,अपूर्वार्थ
komalitaani,कोमलितानि
dwaidhamaashrayah,द्वैधमाश्रयः
asitaangah,असिताङ्गः
ityaabhipretyaah,इत्याभिप्रेत्याह
naanaabhaktisamanvitam,नानाभक्तिसमन्वितम्
etairapi,एतैरपि
nishprabheshu,निष्प्रभेषु
shaapabheetitah,शापभीतितः
keralavarmanah,केरलवर्मणः
vadhaarthamaatmanasten,वधार्थमात्मनस्तेन
devashreshtoasi,देवश्रेष्ठोऽसि
vishakarabhojanam,विषकरभोजनं
chatakamukhe,चातकमुखे
maamalom,मामलों
yathoktaamanusrutyaiva,यथोक्तामनुसृत्यैव
shabdakaustubha,शब्दकौस्तुभ
ariyavuttimhi,अरियवुत्तिम्हि
vidmaadhareem,विद्माधरीं
upasargavruttihi,उपसर्गवृत्तिः
samshodhitaa,संशोधिता
gururbojaguruh,गुरुर्बोजगुरुः
naitadbhettumihaarhath,नैतद्भेत्तुमिहार्हथ
hataripurivam,हतरिपुरिवं
divyanagareetvena,दिव्यनगरीत्वेन
poorvavaahineem,पूर्ववाहिनीं
tadgatamantraanaam,तद्गतमन्त्राणां
manorathamapaar,मनोरथमपार
raajannarjunasambhavam,राजन्नर्जुनसम्भवम्
yogabalenetyarthah,योगबलेनेत्यर्थः
rachanaayaam,रचनायाम्
karmeethee,कर्मीथी
machisa,माचिस
vishayaabhilaasha,विषयाभिलाष
swaadishtachaapadandaam,स्वादिष्ठचापदण्डां
gurovimshodhyaah,गुरोविंशोध्याः
taraabhirasht,तराभिरष्ट
baanamaakarnaadwikrushy,बाणमाकर्णाद्विकृष्य
chichaya,चिचाय
ajgrahanaat,अज्ग्रहणात्
vishvanaathapriyaa,विश्वनाथप्रिया
swakamukasamakaram,स्वकामुकसमाकारं
ktvaapratyayashcha,क्त्वाप्रत्ययश्च
dwayaanyaahuh,द्वयान्याहुः
pitryapitryaavat,पित्र्यपित्र्यावत्
narayanashramam,नारायणाश्रमम्
keenaashanaashah,कीनाशनाशः
yathaaswairam,यथास्वैरं
tatastadwyatiriktam,ततस्तद्व्यतिरिक्तं
rajjukhandah,रज्जुखण्डः
nirbalaparasparakriyaa,निर्बलपरस्परक्रिया
shaastravihatakarmasu,शास्त्रविहतकर्मसु
samhitaaskandhasya,संहितास्कन्धस्य
sakimpurushakinnaraah,सकिम्पुरुषकिन्नराः
indraanyaah,इन्द्राण्याः
dandaadesham,दण्डादेशं
chaitanyarupenaabhede,चैतन्यरूपेणाभेदे
bahirasti,बहिरस्ति
gardabheeva,गर्दभीव
praatipadikagrahan,प्रातिपदिकग्रहण्
ramaakantahaaram,रमाकण्ठहारं
manobhiraamaa,मनोऽभिरामा
snehawishwaasayoh,स्नेहविश्वासयोः
kechidwarnayanti,केचिद्वर्णयन्ति
khelanto,खेलन्तो
taadrukkenaapi,तादृक्केनापि
gurubhajaneem,गुरुभजनीं
trishalaayaah,त्रिशलायाः
dharmaraago,धर्मरागो
varaari,वरारि
karyakalapakshe,कार्यकालपक्षे
