aajolik,আজলিক
diroibam,দিৰৈবাম
pegam,পেগাম
xomonworokhyi,সমন্বৰক্ষী
borpetasthito,বৰপেটাস্থিত
thokatuwe,থকাটোৱে
xuxil,সুশীল
xaptahikor,সাপ্তাহিকৰ
bodousar,বডৌচাৰ
ponchotirthor,পঞ্চতীর্থৰ
gureswarat,গোৰেশ্বৰত
totokale,ততকালে
bhatkuchir,ভাতকুছিৰ
sithijuge,চিঠিযোগে
bhowani,ভৱানী
bhulajharor,ভোলাঝাৰৰ
journalor,জাৰ্নেলৰ
jihe,যিহে
nixedhagyat,নিষেধাজ্ঞাত
nikristor,নিকৃষ্টৰ
junab,জুনাব
biswatmabudhor,বিশ্বাত্মাবোধৰ
dutamanoku,দুটামানকো
putukai,পুতুকাই
xumuwabo,সোমোৱাব
castor,কাষ্টৰ
siyeson,চিয়েচন
dijuveli,ডিজুভেলী
kokorthonar,ককৰ্থনাৰ
bikhyubhostholi,বিক্ষোভস্থলী
manahok,মানাহক
bukutei,বুকুতেই
swamiu,স্বামীও
policing,পুলিছিং
botahot,বতাহত
xonmukhikoi,সন্মুখিকৈ
xohidul,সহিদুল
padxila,পাদশিলা
gusthixomuhokhe,গোষ্ঠীসমূহকহে
jajokjonok,জাজকজনক
dhoronisworup,ধৰণীস্বৰূপ
samajwadi,সমাজৱাদী
protinidhidolor,প্ৰতিনিধিদলৰ
langla,লাংলা
president,প্রেছিডেণ্ট
bosororu,বছৰৰো
pokhyei,পক্ষেই
kopou,কপৌ
januxondhi,জানুসন্ধি
buddhindronath,বুদ্ধিন্দ্ৰনাথ
kepteine,কেপ্তেইনে
raakha,ৰাখা
keijonmanhe,কেইজনমানহে
mrityutithito,মৃত্যুতিথিত
paguri,পাগুৰী
baxgrito,বাসগৃত
gyanbikax,জ্ঞানবিকাশ
xohojugijonok,সহযোগীজনক
ombubasir,অম্বুবাচীৰ
haturir,হাতুৰীৰ
protipadyo,প্ৰতিপাদ্য
nobab,নবাব
sromobihin,শ্রমবিহীন
xongoskoronoru,সংস্কৰণৰো
dhoriboke,ধৰিবকে
jonogonoku,জনগণকো
koisila,কৈছিলা
nodihing,নদিহিং
placardoloi,প্লেকাৰ্ডলৈ
amethito,আমেঠিত
jhumlabaji,ঝুমলাবাজী
protinidhik,প্ৰতিনিধিক
sondisoron,চণ্ডিচৰণ
puspoi,পুষ্পই
nikorighat,নিকৰিঘাট
galepa,গেলেপা
obhibhabikaxokol,অভিভাৱিকাসকল
mankoihe,মানকৈহে
travelerkhon,ট্ৰেভেলাৰখন
ethikel,এথিকেল
xomaruhotu,সমাৰোহতো
hotkek,হটকেক
hekim,হেকিম
rohosyoru,ৰহস্যৰো
edisonor,এডিছনৰ
chanon,চানন
jonoxomuhor,জনসমূহৰ
tirthojatriloi,তীৰ্থযাত্ৰীলৈ
bahinixomuhe,বাহিনীসমূহে
aadhikarikor,আধিকাৰিকৰ
xongbaddatar,সংবাদদাতাৰ
ujilok,ওজিলক
gorakijonu,গৰাকীজনো
formality,ফৰ্মেলিটি
haremor,হাৰেমৰ
jodyopi,যদ্যপি
pindhihe,পিন্ধিহে
bordhonor,বৰ্দ্ধনৰ
xunaulla,সোণাউল্লা
lokhimpursthito,লখিমপুৰস্থিত
xulaguri,সুলাগুৰি
kholifar,খলিফাৰ
belege,বেলেগে
xodormondolor,সদৰমণ্ডলৰ
xomridhi,সমৃদ্ধি
koscha,কচ্ছা
lukoxotta,লোকসত্তা
bhognangxo,ভগ্নাংশ
durgapujar,দূর্গাপূজাৰ
tekhetoke,তেখেতকে
tintikori,তিনটিকৰি
sorasor,চৰাচৰ
mohoxobha,মহসভা
bhimporat,ভীমপৰাত
gaoprodhan,গাঁওপ্ৰধান
soburuddin,চবুৰুদ্দিন
masude,মাছুদে
matmorat,মাতমৰাত
britainot,ব্ৰিটেইনত
zayed,জায়েদ
opurboi,অপূৰ্বই
kolaru,কলাৰো
nangoltu,নাঙলটো
protikrititu,প্ৰতিকৃতিটো
gapi,গাপী
bonyopranire,বন্যপ্রাণীৰে
bhadhorat,ভাধৰাত
dobatut,দবাটোত
khujila,খুজিলা
drejarkhon,ড্রেজাৰখন
moimonxing,মৈমনসিং
poolitzeror,পুলিৎজাৰৰ
returns,ৰিটাৰ্ণচ
bolidanei,বলিদানেই
seleke,চেলেকে
pawelei,পাৱেলেই
dikrongot,ডিক্ৰঙত
naamonitu,নামনিতো
motibhrom,মতিভ্ৰম
penthare,পেন্থাৰে
tebulkhonu,টেবুলখনো
jethur,জেঠুৰ
suwalijonike,ছোৱালীজনীকে
namorpora,নামৰপৰা
jotnoxil,যত্নশীল
boxumotarir,বসুমতাৰিৰ
xehorjon,শেহৰজন
ramoswamir,ৰামস্বামীৰ
karjobah,কাৰ্যবাহ
odhyapikak,অধ্যাপিকাক
pangan,পাঙান
ekugorakir,একোগৰাকীৰ
buddhidiptotare,বুদ্ধিদীপ্ততাৰে
thokajonhe,থকাজনহে
proxadkhini,প্ৰসাদখিনি
suwalibilak,ছোৱালীবিলাক
sekar,চেকাৰ
ekutau,একোটাও
humotu,হোমতো
jairwa,জাইৰৱা
raxolilai,ৰাসলীলাই
kohisene,কহিছেনে
busk,বাস্ক
tengkir,টেংকিৰ
apartmentot,এপার্টমেণ্টত
tumone,তুমনে
ghilakhel,ঘিলাখেল
salahuddin,ছালাহুদ্দিন
fulgoch,ফুলগছ
sitrogrohon,চিত্ৰগ্ৰহণ
xubhomok,শুভমক
xeiburotu,সেইবোৰতো
dipuranjan,দীপুৰঞ্জন
jatrir,যাত্রীৰ
dolturor,দলটোৰৰ
moromjan,মৰমজান
pradhikorone,প্রাধিকৰণে
obhibhawokxokolehe,অভিভাৱকসকলেহে
aagop,আগপ
sristitotwor,সৃষ্টিতত্ত্বৰ
mohilaru,মহিলাৰো
patxomuh,পাতসমূহ
bonpanit,বনপানীত
torjoneer,তৰ্জনীৰ
xirar,শিৰাৰ
tarifule,তাৰিফুলে
mulai,মুলাই
bhaixokoleu,ভাইসকলেও
hupatuu,হোপাটোও
gundarupi,গুণ্ডাৰূপী
geisil,গেইছিল
kesaikhaiti,কেঁচাইখাইতী
omitasaror,অমিতাচাৰৰ
torapator,তৰাপাতৰ
bisaribone,বিচাৰিবনে
baradi,বাৰাদি
gitrupe,গীতৰূপে
poghar,পঘাৰ
ojugyotar,অযোগ্যতাৰ
xikibologa,শিকিবলগা
grohonotkoi,গ্ৰহণতকৈ
brojen,ব্ৰজেন
kuwarik,কোৱাৰিক
xexfale,শেষফালে
panigaon,পানীগাঁও
gurudax,গুৰুদাস
semuwele,ছেমুৱেলে
uthim,উঠিম
xormadebe,শৰ্মাদেৱে
porer,পৰেৰ
xongbadkormike,সংবাদকর্মীকে
alusonabilak,আলোচনাবিলাক
srisrinorxingho,শ্ৰীশ্ৰীনৰসিংহ
proharot,প্ৰহাৰত
durukoi,দুৰুকৈ
srirampuror,শ্রীৰামপুৰৰ
norendrok,নৰেন্দ্ৰক
xomomorjodare,সমমৰ্যদাৰে
xormilar,শৰ্মিলাৰ
gugeek,গুগীক
obodanei,অৱদানেই
hirar,হিৰাৰ
ghuxonapotrotu,ঘোষণাপত্ৰতো
xohopathik,সহপাঠীক
mankasarot,মানকাচাৰত
rajyoke,ৰাজ্যকে
orjonkari,অৰ্জনকাৰী
abohawat,আবহাৱাত
stonor,ষ্টোনৰ
kormosarirupe,কৰ্মচাৰীৰূপে
hajubaxir,হাজোবাসীৰ
lanching,লাঞ্চিং
nuhuwahoi,নোহোৱাহৈ
atoruwai,আঁতৰোৱাই
dorxonarthik,দৰ্শনাৰ্থীক
xongzuktibadi,সংযুক্তিবাদী
godhula,গধূলা
pubprantot,পূৱপ্ৰান্তত
abotarona,আৱতাৰণা
prarthixoho,প্রার্থীসহ
bhoktoxowe,ভক্তসৱে
jonarddon,জনাৰ্দ্দন
sromi,শ্ৰমি
peddlerok,পেডলাৰক
wijor,ৱিজৰ
oikyotai,ঐক্যতাই
dhomokoku,ধমককো
dhikkarei,ধিক্কাৰেই
thogibor,ঠগিবৰ
deradunor,ডেৰাডুনৰ
xiladitya,শিলাদিত্যা
singolsot,চিংগলছত
grail,গ্রেইল
hospitaloru,হস্পিটেলৰো
porisol,পৰিছল
muhurtotu,মুহূৰ্ততো
durotwot,দূৰত্বত
xikeu,শিকেও
xomitikhonei,সমিতিখনেই
bosar,বছাৰ
pabone,পাবনে
meghonidhi,মেঘনিধি
konisthoboljone,কনিষ্ঠবলজনে
katuwal,কাটোৱাল
travelerkhonot,ট্রেভেলাৰখনত
motoram,মতৰাম
gundhaise,গোন্ধাইছে
xunorei,সোণৰেই
bostukhinir,বস্তুখিনিৰ
swolpoboxona,স্বল্পবসনা
rohosyoghon,ৰহস্যঘন
acelim,এচিলিম
axakormik,আশাকৰ্মীক
bhalepor,ভালেপৰ
xexjon,শেষজন
toppoi,তপ্পই
birodotto,বিৰদত্ত
gresuiti,গ্ৰেচুইটি
mehernisa,মেহেৰনিচা
itihaxxonmot,ইতিহাসসন্মত
boliudoloi,বলিউদলৈ
bhabomurtik,ভাবমূর্তিক
kanchokiu,কাঞ্চকীও
durbolotaku,দুৰ্বলতাকো
xombilito,সম্বিলিত
lasitnogorot,লাচিতনগৰত
troctor,ট্ৰক্টৰ
xongkirnotabadi,সংকীর্ণতাবাদী
hugrajuli,হুগ্ৰাজুলি
opobad,অপবাদ
kuhiyaror,কুঁহিয়াৰৰ
ghontaloike,ঘণ্টালৈকে
kebxomuh,কেবসমূহ
lonee,লনী
norup,নৰূপ
nambarot,নাম্বাৰত
lumphel,লাম্ফেল
swamike,স্বামীকে
duhara,দোহাৰা
kolikalor,কলিকালৰ
fenhe,ফেনহে
festive,ফেষ্টিভ
haula,হাউলা
ushwu,উশ্বু
utxobtuloi,উৎসৱটোলৈ
dilehlo,দিলেহ্ল
futuna,ফুটুনা
bisarokore,বিচাৰকৰে
miujike,মিউজিকে
erabarit,এৰাবাৰীত
ehajar,এহাজাৰ
hololoi,হললৈ
rosokor,ৰচকৰ
bhatoutuk,ভাটৌটোক
gutor,গোটৰ
sutiparat,চুটিপাৰাত
probaxor,প্ৰবাসৰ
uthuwai,উঠোৱাই
kendrokeitat,কেন্দ্ৰকেইটাত
swopnonile,স্বপ্ননীলে
seikh,চেইখ
derkuri,দেৰকুৰি
biswokhonok,বিশ্বখনক
utokhat,উতখাত
manjurit,মঞ্জুৰিত
karbonok,কাৰ্বনক
oxonmotir,অসন্মতিৰ
rainer,ৰেইনাৰ
tiniuke,তিনিওকে
dourobide,দৌৰবিদে
numuwai,নুমুৱাই
porilhetenhlo,পৰিলহেঁতেনহ্ল
aanisilgoi,আনিছিলগৈ
mortem,মৰ্টেম
melote,মেলতে
ripone,ৰিপনে
aakuhi,আঁকুহি
xoktixomponno,শক্তিসম্পন্ন
rajxobhaloi,ৰাজসভালৈ
jimoloi,জিমলৈ
ghotonaprobahe,ঘটনাপ্রবাহে
sodar,চদাৰ
moulobador,মৌলবাদৰ
telbidh,তেলবিধ
guwahatijuge,গুৱাহাটীযোগে
xonmilonkhonotei,সন্মিলনখনতেই
mrityui,মৃত্যুই
kolikotate,কলিকতাতে
pujarombho,পূজাৰম্ভ
gojurelor,গজুৰেলৰ
lusthon,লুষ্ঠন
bemarot,বেমাৰত
kothabureu,কথাবোৰেও
elekabaxi,এলেকাবাসী
bief,বিএফ
murtituk,মূৰ্তিটোক
potobhumithe,পটভূমিতহে
katim,কাটিম
moulobad,মৌলবাদ
xotobarxik,শতবাৰ্ষিক
haxmot,হাসমত
nirdexote,নিৰ্দেশতে
alusyor,আলোচ্যৰ
resturentotu,ৰেষ্টুৰেণ্টতো
raburei,ৰাবোৰেই
aaswadur,আশ্বাদুৰ
nyaxtuwe,ন্যাসটোৱে
bimankeikhon,বিমানকেইখন
prapyokhinir,প্রাপ্যখিনিৰ
britanika,ব্রিটানিকা
xonghorxostholiloi,সংঘৰ্ষস্থলীলৈ
chellam,চেলাম
tangni,টাংনী
khalang,খালাং
bimudrakoroneu,বিমুদ্ৰাকৰণেও
lokhyot,লক্ষত
khyotipuronrupe,ক্ষতিপূৰণৰূপে
masxomuhor,মাছসমূহৰ
probjito,প্ৰবজিত
guljare,গুলজাৰে
obhiskai,অভিষ্কাই
xirunamtuwe,শিৰোনামটোৱে
bhaijaneu,ভাইজানেও
proren,প্ৰৰেণ
mastarrupe,মাষ্টাৰৰূপে
mohutxobtholi,মহোৎসৱথলী
kutipotiloi,কোটিপতিলৈ
moloi,মলৈ
rikan,ৰিকান
plotor,প্লটৰ
khurmakeita,খুৰ্মাকেইটা
planttur,প্লাণ্টটোৰ
emele,এমেলে
xonmilit,সন্মিলীত
xomih,সমিহ
bhagalpurot,ভগলপুৰত
ramxoroswotir,ৰামসৰস্বতীৰ
nordomar,নৰ্দমাৰ
byutpottigot,ব্যুৎপত্তিগত
ranguli,ৰাঙুলি
hajartu,হাজাৰটো
xewokjonar,সেৱকজনাৰ
naikai,নাইকাই
drunkhonot,দ্ৰোণখনত
dilliswore,দিল্লীশ্বৰে
megalithik,মেগালিথিক
xoraibil,শৰাইবিল
morisonor,মৰিছনৰ
koilaxoloi,কৈলাশলৈ
nirupai,নিৰূপাই
montritwoi,মন্ত্ৰিত্বই
supplementor,ছাপ্লিমেণ্টৰ
bakorito,বাকৰিত
khelwoik,খেলৱৈক
nibaronok,নিবাৰণক
taalere,তালেৰে
jacobe,জেকবে
samelir,চামেলীৰ
ximabol,সীমাবল
pradexikikoronor,প্রাদেশিকীকৰণৰ
kolitaparar,কলিতাপাৰাৰ
muhurtotu,মুহূর্তটো
xudhonagarok,শোধনাগাৰক
congressoho,কংগ্ৰেছসহ
dourobidgorakik,দৌৰবিদগৰাকীক
banpiritoi,বানপীড়িতই
rijijui,ৰিজিজুই
tulibgoi,তুলিবগৈ
xobdot,শব্দত
script,স্ক্ৰিপ্ট
dhormantokoronor,ধর্মান্তকৰণৰ
punyor,পূণ্যৰ
jijaji,জিজাজী
akaxmukhi,আকাশমুখী
prolepor,প্ৰলেপৰ
konyajoni,কন্যাজনী
suparitendentjon,চুপাৰিটেণ্ডেন্টজন
mukorapara,মোকৰাপাৰা
sokikhonu,চকীখনো
eiturei,এইটোৰেই
kunuwetu,কোনোৱেতো
brahmandok,ব্রহ্মাণ্ডক
siddikiku,ছিদ্দিকীকো
jonmou,জন্মও
stholot,স্থলত
ponchoswohidoloi,পঞ্চশ্বহীদলৈ
gundabahiniye,গুণ্ডাবাহিনীয়ে
baxokora,বাসকৰা
nasimok,নাচিমক
housetur,হাউছটোৰ
porisalonakari,পৰিচালনাকাৰী
tuliboloike,তুলিবলৈকে
petudhuwa,পেটুধোৱা
raulin,ৰাউলিন
xadhyor,সাধ্যৰ
dwadoxotom,দ্বাদশতম
garibhorti,গাড়ীভৰ্তি
aarombhonirporai,আৰম্ভণিৰপৰাই
lithinor,লিথিনৰ
