fusharun,फुशारुन
gurakhyakade,गुराख्याकडे
aashiyasarkhya,आशियासारख्या
paratshrisantchi,परतश्रीसंतची
godrick,गॉड्रिक
sattaranche,सत्तारांचे
shilpatukade,शिल्पतुकडे
shabdasatta,शब्दसत्ता
sanshavarun,संशावरुन
banavalit,बनवलीत
jollyboy,जॉलीबॉय
nimeche,निमेचे
valvantasarakh,वाळवंटासारखं
prekshakakshamta,प्रेक्षकक्षमता
bhagnyasathi,भागण्यासाठी
donhibajuchi,दोन्हीबाजूची
saifsobatchya,सैफसोबतच्या
senegalne,सेनेगलने
shaharabhovatichya,शहराभोवतीच्या
kudchirkar,कुडचिरकर
dharalyashivay,धरल्याशिवाय
sthapatila,स्थपतीला
yedyach,येड्याच
khodkamanmadhil,खोदकामांमधील
zenabche,झेनाबचे
narikatva,नारीकत्व
guddwaratun,गुदद्वारातून
agai,अगाई
kukaricha,कुकरीचा
aandolankartyanne,आंदोलनकर्त्यांने
kadambanche,कदंबांचे
devchafyala,देवचाफ्याला
gultekadichya,गुलटेकडीच्या
svayattatevar,स्वायत्ततेवर
shishtamandaladarmyan,शिष्टमंडळादरम्यान
paushyasit,पौष्यसित
hisancharachya,हिसांचाराच्या
jetepadanche,जेतेपदांचे
anandbhaskar,आनंदभास्कर
udhyojikanchi,उद्योजिकांची
returnanusar,रिटर्ननुसार
tharvalyachi,ठरवल्याची
mandaychya,मांडायच्या
gahurani,गहुराणी
ainshiche,ऐंशीचे
vikaspravasat,विकासप्रवासात
rastyanvardekhil,रस्त्यांवरदेखील
sumadhur,सुमधूर
patnirupi,पत्नीरूपी
rudhinviruddha,रुढींविरुद्ध
ujanitu,उजनीतू
poyanadla,पोयनाडला
raghunatharavacha,रघुनाथरावाचा
marananti,मरणान्ती
jalsandharanke,जलसंधारणके
akhershevat,अखेरशेवट
prajesobat,प्रजेसोबत
barsilonasarkhya,बार्सिलोनासारख्या
yababatchich,याबाबतचीच
ramchandrapantanche,रामचंद्रपंतांचे
zadazudanpasah,झाडाझुडांपासह
varshikankamadhyehi,वार्षिकांकामध्येही
raksheviruddha,राक्षेविरुद्ध
revannala,रेवण्णाला
chhaparabarobarach,छपराबरोबरच
premashru,प्रेमाश्रू
hidunsthan,हिदुंस्थान
trekmadhala,ट्रेकमधला
chakrichi,चक्रीची
kanteri,कांटेरी
valmikinvar,वाल्मिकींवर
rakunche,राकुंचे
belana,बेळणा
mahamandalachahi,महामंडळाचाही
mansanchihi,माणसांचीही
declaration,डीक्लेरेशन
padcharimarg,पादचारीमार्ग
daryapar,दर्यापार
vanijyabhasha,वाणिज्यभाषा
dashakapurvichya,दशकापूर्वीच्या
andajpatrakachich,अंदाजपत्रकाचीच
spashtoktibaddal,स्पष्टोक्तीबद्दल
ramesing,रेमसिंग
manjithiya,मंजिठिया
ghenaryatali,घेणाऱ्यातली
saptahanmadhye,सप्ताहांमध्ये
misrisinh,मिस्रीसिंह
echpisathi,एचपीसाठी
yuenmadhalya,युएनमधल्या
bramhaputra,ब्रम्हपुत्रा
steeplechesmadhye,स्टिपलचेसमध्ये
gadanvaril,गडांवरील
varefodyancha,वारेफोड्यांचा
skairprakarani,स्केअरप्रकरणी
aambedkarche,आंबेडकरचे
mahavidhyalayehi,महाविद्यालयेही
mahitisarkhi,माहितीसारखी
muddejammu,मुद्देजम्मू
anudininche,अनुदिनींचे
shekavu,शेकवू
apatratesah,अपात्रतेसह
panyalach,पाण्यालाच
dhunwar,धुनवर
shatatara,शततारा
temwadi,टेमवाडी
gondanala,गोंदणाला
collarla,कॉलरला
vidhanbaji,विधानबाजी
prabhavakhali,प्रभावाखाली
ghuskhorambabatche,घुसखोरांबाबतचे
supernovane,सुपरनोव्हाने
ghadichi,घडीची
muravi,मुरावी
sahyadrich,सह्याद्रीच
swaramule,स्वरामुळे
mahamahopadhyanna,महामहोपाध्यायांना
baghitalyanusar,बघितल्यानुसार
patalgangechya,पाताळगंगेच्या
padricha,पाद्रीचा
latifa,लतिफा
parvatikumaranchi,पार्वतीकुमारांची
vyakhyanaveli,व्याख्यानावेळी
nishkapatapana,निष्कपटपणा
hindustanmadhun,हिंदुस्तानमधून
himberg,हिमबर्ग
harimandir,हरिमंदिर
vyaktivishayi,व्यक्तिविषयी
februwariakher,फेब्रुवारीअखेर
prabhaveeta,प्रभावीता
magardarshan,मागर्दर्शन
vachanpravrutti,वाचनप्रवृत्ती
yavnane,यवनाने
dynamos,डायनॅमॉस
bhadal,भादल
prantachihi,प्रांताचीही
nyayvyavasthevarchi,न्यायव्यवस्थेवरची
kinarpattativar,किनारपट्टटीवर
aayojanansathi,आयोजनांसाठी
cussetsart,कसेटसार्ट
pasingcha,पासिंगचा
murgalat,मुरगळत
palata,पाळता
balmajurisambandhatle,बालमजुरीसंबंधातले
constablepadachya,कॉन्स्टेबलपदाच्या
prasoon,प्रसुन
madyapeyavar,मद्यपेयावर
panchkroshichyavatine,पंचक्रोशीच्यावतीने
pullingat,पुल्लिंगात
shrutirupa,श्रुतिरूपा
kebun,केबुन
karavaleli,करवलेली
adhyasanachya,अध्यासनाच्या
sangilyachi,सांगिल्याची
sorais,सोराईस
bamanwada,बामनवाडा
kuvatichya,कुवतीच्या
gholpancha,घोलपांचा
nakabandisah,नाकाबंदीसह
shilpakalechech,शिल्पकलेचेच
sadarahucha,सदरहूचा
jyanetyane,ज्यानेत्याने
harshij,हर्षीज
hompichvarach,होमपीचवरच
punravrutti,पुनरावृत्ती
shijavanyasathichi,शिजवण्यासाठीची
sanmanchinhane,सन्मानचिन्हाने
hessis,हेसिस
roshekade,रोशेकडे
gadakhanche,गडाखांचे
aviyogo,अवियोगो
tirthsthananche,तीर्थस्थानांचे
pratyekachech,प्रत्येकाचेच
ramoshanna,रामोशांना
mirchandani,मिरचंदानी
badalapasun,बदलापासून
golovin,गोलोविन
muddupalanichya,मुद्दुपलनीच्या
peditchya,पेडिटच्या
goutami,गौतमी
aartparyant,आर्टपर्यंत
durbinisarkhe,दुर्बिणीसारखे
shivsenedwara,शिवसेनेद्वारा
ghadanyamage,घडण्यामागे
pritamchya,प्रितमच्या
gurgurla,गुरगुरला
sandhodhanat,संधोधनात
upautpadanacha,उपउत्पादनाचा
telshuddhikaranasarkhe,तेलशुद्धीकरणासारखे
mhananyachihi,म्हणण्याचीही
dreamed,ड्रीम्ड
borivalidarmyan,बोरिवलीदरम्यान
bratten,ब्रॅटेन
pradatyanmadhye,प्रदात्यांमध्ये
karyakramasambandhit,कार्यक्रमासंबंधीत
incumplete,इनकम्प्लीट
dreamery,ड्रीमरी
navshaktine,नवशक्तिने
suvi,सुवी
aadhivibhagane,आधिविभागाने
ganganagaralagatchya,गंगानगरलगतच्या
vikasakshetrat,विकासक्षेत्रात
kardanmule,कार्डांमुळे
slattery,स्लॅटरी
melingsathi,मेलिंगसाठी
yogasanatil,योगासनातील
duarte,दुआर्ते
sarpamitranvar,सर्पमित्रांवर
shabdgandh,शब्दगंध
ajlansobat,अजलानसोबत
richarjmadhil,रिचार्जमधील
vahatukdaranchi,वाहतुकदारांची
vyavasthapanachyach,व्यवस्थापनाच्याच
